member,organization,program,ein,amount,purpose
,".00 Funds will support the following programs and services: Immigration, Family Crisis Intervention, Employment Assistance, Access to Entitlements, Health Insurance Information, Food Stamps Enrollment, or Housing-Related Services. Cornegy Crown Heights Jewish Community Council, Inc.",,237390996,7000,".00 Funding to operational expenses fo the food pantry and center, providing services to seniors and the community. Cumbo Crown Heights Jewish Community Council, Inc."
,".00 Funding to operational expenses fo the food pantry and center, providing services to seniors and the community. Cumbo Crown Heights Jewish Community Council, Inc.",,237390996,30000,".00 Funding to support the food pantry and center providing crucial services to seniors and the community Eugene Crown Heights Preservation Committee Corporation 112322490 * $15,000.00 Funding to support senior programming and activities including ESL classes, computer classes, and trips, and to defray the cost of wheel chair accessible senior bus. Cumbo Crown Heights Preservation Committee Corporation 112322490 * $20,000.00 Funds will be used to enhance activities for seniors including educational and recreational classes and events. It will also be used for maintaining senior wheel chair accessible bus. Mealy Crown Heights Preservation Committee Corporation - Shalom Senior Center 112322490 * $5,000.00 Funds will be used to enhance activities for seniors and to purchase various items needed to sustain the center. It will also be used for maintaining senior wheel chair accessible bus. Espinal Cypress Hills Fulton Street Senior Citizens Center Inc."
,".00 Funding to support the food pantry and center providing crucial services to seniors and the community Eugene Crown Heights Preservation Committee Corporation 112322490 * $15,000.00 Funding to support senior programming and activities including ESL classes, computer classes, and trips, and to defray the cost of wheel chair accessible senior bus. Cumbo Crown Heights Preservation Committee Corporation 112322490 * $20,000.00 Funds will be used to enhance activities for seniors including educational and recreational classes and events. It will also be used for maintaining senior wheel chair accessible bus. Mealy Crown Heights Preservation Committee Corporation","Shalom Senior Center 112322490 * $5,000.00 Funds will be used to enhance activities for seniors and to purchase various items needed to sustain the center. It will also be used for maintaining senior wheel chair accessible bus. Espinal Cypress Hills Fulton Street Senior Citizens Center Inc.",112297647,76875,".00 Funding will support operational cost for services, health promotion, recreation, and educational programming Johnson Dances for a Variable Population, Inc."
,".00 Funding will support operational cost for services, health promotion, recreation, and educational programming Johnson Dances for a Variable Population, Inc.",,264572204,4000,".00 Funding to support MOVEMENT SPEAKS® at Hudson Guild Fulton Senior Center offering fixed- and low-income seniors a free 12-week sequential dance workshop culminating in a public performance of original work. Perkins Dances for a Variable Population, Inc."
,".00 Funding to support MOVEMENT SPEAKS® at Hudson Guild Fulton Senior Center offering fixed- and low-income seniors a free 12-week sequential dance workshop culminating in a public performance of original work. Perkins Dances for a Variable Population, Inc.",,264572204,20000,.00 Funding to support senior dance programming and cultural events/activities in CD9.
Levine,"Dances for a Variable Population, Inc.",Senior Dance and Community Cultural Initiative,264572204,5000,".00 Funding for operational expenses of providing seniors with a free 20- 36- week sequential dance workshop culminating in a public performance of original work. Eugene Dorchester Senior Citizens Center, Inc."
,".00 Funding for operational expenses of providing seniors with a free 20- 36- week sequential dance workshop culminating in a public performance of original work. Eugene Dorchester Senior Citizens Center, Inc.",,112305581,18000,".00 Funding to support senior programming and services including congregate meals and educational, recreational, cultural, health, and technological activities. Rosenthal DOROT, Inc."
,".00 Funding to support senior programming and services including congregate meals and educational, recreational, cultural, health, and technological activities. Rosenthal DOROT, Inc.",,133264005,5000,".00 Funding will help support Dorot's Homeless Prevention program. Rosenthal DOROT, Inc."
,".00 Funding will help support Dorot's Homeless Prevention program. Rosenthal DOROT, Inc.",,133264005,2000,".00 Funding will help support outreach to home bound seniors. Garodnick DOROT, Inc."
,".00 Funding will help support outreach to home bound seniors. Garodnick DOROT, Inc.",,133264005,5000,".00 Funding will support DOROT's Homelessness Prevention Program (HPP), which responds to the needs of underserved homeless New York City seniors. Kallos DOROT, Inc."
,".00 Funding will support DOROT's Homelessness Prevention Program (HPP), which responds to the needs of underserved homeless New York City seniors. Kallos DOROT, Inc.",,133264005,5000,.00 To support Door to Door and kosher meals programs for seniors living in Council District 5.
Levine,"DOROT, Inc.",Homelessness Prevention Program (HPP) and Aftercare Services,133264005,3500,".00 Funding for the Homelessness Prevention Program (HPP). Van Bramer East River Development Alliance, Inc."
,".00 Funding for the Homelessness Prevention Program (HPP). Van Bramer East River Development Alliance, Inc.",,861096987,16200,".00 To support services for adults age 55 and over including workforce development, tenant advocacy and comprehensive public benefits, financial education and counseling, and free tax preparation assistance. Page 8 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Constantinides East River Development Alliance, Inc. - Senior Services for NYCHA residents"
,".00 To support services for adults age 55 and over including workforce development, tenant advocacy and comprehensive public benefits, financial education and counseling, and free tax preparation assistance. Page 8 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Constantinides East River Development Alliance, Inc.",Senior Services for NYCHA residents,861096987,15000,".00 Funds will be used to provide assistance to local seniors at NYCHA Astoria Houses in the form of workforce development workshops, assistance in navigating public benefits, financial counseling, and free tax preparation assistance. Mark-Viverito East Side House, Inc. - East Side House Senior Centers"
,".00 Funds will be used to provide assistance to local seniors at NYCHA Astoria Houses in the form of workforce development workshops, assistance in navigating public benefits, financial counseling, and free tax preparation assistance. Mark-Viverito East Side House, Inc.",East Side House Senior Centers,131623989,20000,".00 Funding to support Patterson Senior Center's and Mitchel Senior Center's enrichment programming and services. Cumbo Ebbets Field Intergenerational, Inc."
,".00 Funding to support Patterson Senior Center's and Mitchel Senior Center's enrichment programming and services. Cumbo Ebbets Field Intergenerational, Inc.",,462147011,10000,".00 Funds will go to a program providing social, health, educational, and cultural programs to seniors"
Treyger,"Edith and Carl Marks Jewish Community House of Bensonhurst, Inc.",Bensonhurst Senior Center,111633484,5000,".00 Funds used to continue to provide cultural, educational, recreational, and/or health and wellness activities, and trips, to seniors living in southern Brooklyn. These services will be provided through the Bensonhurst Senior Center."
Treyger,"Edith and Carl Marks Jewish Community House of Bensonhurst, Inc.",Good Neighbors Program,111633484,8000,".00 Funding will be used to support the NNORC program and help defray operating and direct service costs. Mendez Educational Alliance, Inc. - Sirovich Senior Center"
,".00 Funding will be used to support the NNORC program and help defray operating and direct service costs. Mendez Educational Alliance, Inc.",Sirovich Senior Center,135562210,15000,".00 Funding to support innovative health and wellness activities taking place at Sirovich Center. Chin Educational Alliance, Inc. - Weinberg Center for Balanced Living"
,".00 Funding to support innovative health and wellness activities taking place at Sirovich Center. Chin Educational Alliance, Inc.",Weinberg Center for Balanced Living,135562210,6000,".00 Funds will support the Weinberg Center for Balanced Living health and wellness programming designed to help neighborhood seniors stay healthy or improve health, and live with increased safety and comfort at home. Matteo Eger Health Care and Rehabilitation Center"
,".00 Funds will support the Weinberg Center for Balanced Living health and wellness programming designed to help neighborhood seniors stay healthy or improve health, and live with increased safety and comfort at home. Matteo Eger Health Care and Rehabilitation Center",,133524533,8000,".00 Funding to support the operating expenses of the patient center including education, outreach, supplies and staff support to enhance the senior community. Borelli Eger Health Care and Rehabilitation Center - ""Meal Delivery"",""Eger Soda Shop"",""Candlelight"""
,".00 Funding to support the operating expenses of the patient center including education, outreach, supplies and staff support to enhance the senior community. Borelli Eger Health Care and Rehabilitation Center","""Meal Delivery"",""Eger Soda Shop"",""Candlelight""",133524533,10000,.00 Funds will support costs associated with enhanced meals and atmosphere for nursing home patients.
Ferreras-,"Copeland Elmcor Youth and Adult Activities, Inc.",East Elmhurst Senior Center,112224539,30000,".00 To support East Elmhurst location senior services through physical health, education and recreation, arts and culture, health management, nutrition programs, trainings and staff education seminars, healthy congregate meals and administrative needs."
Ferreras-,"Copeland Elmcor Youth and Adult Activities, Inc.",Lefrak Senior Center,112224539,30000,".00 To support Lefrak location senior services through physical health, education and recreation, arts and culture, health management, nutrition programs, trainings and staff education seminars, healthy congregate meals and administrative needs. Van Bramer Emerald Isle Immigration Center"
,".00 To support Lefrak location senior services through physical health, education and recreation, arts and culture, health management, nutrition programs, trainings and staff education seminars, healthy congregate meals and administrative needs. Van Bramer Emerald Isle Immigration Center",,112932528,7500,.00 Funding to support the Extended Services Program.
Rose,"Empowerment Zone, Inc.","Literacy for Seniors 142009368 * $5,000.00 Fund will support the administrative, staffing, and operational costs associated with providing instructional and support services to immigrant seniors. Johnson Encore Community Services",133104293,9500,".00 To support Encores Home Delivered Meals Program, delivering meals to homebound seniors living on the Westside of midtown Manhattan. Eugene Fenimore Senior Center, Inc. 112772287 * $18,375.00 Funds will be used to provide arts, crafts, educationaland other activities to local seniors, and to supplement staffing, rent, and administrative expenses. Rosenthal Find Aid for the Aged, Inc."
,".00 To support Encores Home Delivered Meals Program, delivering meals to homebound seniors living on the Westside of midtown Manhattan. Eugene Fenimore Senior Center, Inc. 112772287 * $18,375.00 Funds will be used to provide arts, crafts, educationaland other activities to local seniors, and to supplement staffing, rent, and administrative expenses. Rosenthal Find Aid for the Aged, Inc.",,132666921,10000,".00 Funding will help support Project FIND programs at Hamilton House Page 9 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Johnson Find Aid for the Aged, Inc."
,".00 Funding will help support Project FIND programs at Hamilton House Page 9 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Johnson Find Aid for the Aged, Inc.",,132666921,10000,".00 To support a healthy aging program, including classes in martial arts, salsa, line dance, Zumba, and Wii fitness. Williams Flatbush Shomrim Safety Patrol, Inc. 203244567 * $7,000.00 Funds will be used to support FSSP in providing assistance programs for the elderly as well as awareness programs regarding anti-terrorism and medical concerns. The funding also supports assistance in case of emergencies such as natural disasters. Deutsch Flatbush Shomrim Safety Patrol, Inc. 203244567 * $15,000.00 Funding to support assistance services for various emergencies associated with seniors. Cornegy Fort Greene Council, Inc."
,".00 To support a healthy aging program, including classes in martial arts, salsa, line dance, Zumba, and Wii fitness. Williams Flatbush Shomrim Safety Patrol, Inc. 203244567 * $7,000.00 Funds will be used to support FSSP in providing assistance programs for the elderly as well as awareness programs regarding anti-terrorism and medical concerns. The funding also supports assistance in case of emergencies such as natural disasters. Deutsch Flatbush Shomrim Safety Patrol, Inc. 203244567 * $15,000.00 Funding to support assistance services for various emergencies associated with seniors. Cornegy Fort Greene Council, Inc.",,112300840,15000,".00 Funds to support senior programming for Grant Square Neighborhood AND Maria Lawton Senior Center due to system error. Cornegy Fort Greene Council, Inc. - Albany Neighborhood Senior Center"
,".00 Funds to support senior programming for Grant Square Neighborhood AND Maria Lawton Senior Center due to system error. Cornegy Fort Greene Council, Inc.",Albany Neighborhood Senior Center,112300840,7500,".00 Funding to support senior programming including Health and Wellness, Educational/ Recreational and Technology activities and events at Albany Neighborhood Senior Center. Mealy Fort Greene Council, Inc. - Christopher Blenman Neighborhood Senior Center"
,".00 Funding to support senior programming including Health and Wellness, Educational/ Recreational and Technology activities and events at Albany Neighborhood Senior Center. Mealy Fort Greene Council, Inc.",Christopher Blenman Neighborhood Senior Center,112300840,10000,".00 Funds will be used to enhance educational, recreational, cultural, health and wellness activities, as well as supplies for the operation of the program at Christopher Blenman Senior Center. Mealy Fort Greene Council, Inc. - Hugh Gilroy Neighborhood Senior Center"
,".00 Funds will be used to enhance educational, recreational, cultural, health and wellness activities, as well as supplies for the operation of the program at Christopher Blenman Senior Center. Mealy Fort Greene Council, Inc.",Hugh Gilroy Neighborhood Senior Center,112300840,10000,".00 Funding to support operating expenses of educational and recreational events, activities and excursions including transportation for theHugh Gilroy Neighborhood Senior Center. Cornegy Fort Greene Council, Inc. - JAZZ966"
,".00 Funding to support operating expenses of educational and recreational events, activities and excursions including transportation for theHugh Gilroy Neighborhood Senior Center. Cornegy Fort Greene Council, Inc.",JAZZ966,112300840,6000,".00 Funding to support the operating expenses associated with providing jazz concert series. Cumbo Fort Greene Council, Inc. - JAZZ966"
,".00 Funding to support the operating expenses associated with providing jazz concert series. Cumbo Fort Greene Council, Inc.",JAZZ966,112300840,20000,".00 Funding to support love Jazz music programming for seniors in Brooklyn Williams Fort Greene Council, Inc. - Remsen Senior Center"
,".00 Funding to support love Jazz music programming for seniors in Brooklyn Williams Fort Greene Council, Inc.",Remsen Senior Center,112300840,20000,".00 Funds will be used to support educational, recreational, wellness, and technological activities targeted at Brooklyn adults of 60 years of age and older. Cornegy Fort Greene Council, Inc. - Stuyvesant Heights Neighborhood Senior Center 112300840 * $7,500.00 Funds will be used to enhance our variety of Health and Wellness, Education/Recreational Stuyvesant Heights Neighborhood Senior Center. Barron Fort Greene Council, Inc. - Teresa Moore Senior Center"
,".00 Funds will be used to support educational, recreational, wellness, and technological activities targeted at Brooklyn adults of 60 years of age and older. Cornegy Fort Greene Council, Inc.","Stuyvesant Heights Neighborhood Senior Center 112300840 * $7,500.00 Funds will be used to enhance our variety of Health and Wellness, Education/Recreational Stuyvesant Heights Neighborhood Senior Center. Barron Fort Greene Council, Inc. - Teresa Moore Senior Center",112300840,24900,".00 Funding to support programming at the Teresa Moore Senior Center including Health and Wellness, Education/Recreational and Technology activities; culturally relevant ativities, educational trips and purchase of equipment and minor repairs. Gentile Friends of New Utrecht Public Library - Creative Aging and Multicultural Programs"
,".00 Funding to support programming at the Teresa Moore Senior Center including Health and Wellness, Education/Recreational and Technology activities; culturally relevant ativities, educational trips and purchase of equipment and minor repairs. Gentile Friends of New Utrecht Public Library",Creative Aging and Multicultural Programs,111904261,5000,.00 To support various creative aging activities and multicultural programs at the library. Vallone Friendship Club of St. Andrew Avellino
,.00 To support various creative aging activities and multicultural programs at the library. Vallone Friendship Club of St. Andrew Avellino,,116325086,5000,".00 Funding to support operational expenses of senior programming, events and activities. Rosenthal Goddard Riverside Community Center"
,".00 Funding to support operational expenses of senior programming, events and activities. Rosenthal Goddard Riverside Community Center",,131893908,10000,.00 Funding to support of senior programming at Lincoln Square Neighborhood Center Rosenthal Goddard Riverside Community Center
,.00 Funding to support of senior programming at Lincoln Square Neighborhood Center Rosenthal Goddard Riverside Community Center,,131893908,10000,.00 Funds support the Lincoln Square Neighborhood Center meals program Rosenthal Goddard Riverside Community Center - Goddard Riverside Senior Center
,.00 Funds support the Lincoln Square Neighborhood Center meals program Rosenthal Goddard Riverside Community Center,Goddard Riverside Senior Center,131893908,10000,.00 Funding to support programming/services at Goddard Riverside Senior Center. Page 10 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Rosenthal Goddard Riverside Community Center - Home Delivered Meals
,.00 Funding to support programming/services at Goddard Riverside Senior Center. Page 10 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Rosenthal Goddard Riverside Community Center,Home Delivered Meals,131893908,10000,".00 Funding will help support Goddard Riverside's Home Delivered Meals program. Ulrich Golden Age Club of Nativity 057509019 * $5,000.00 The funds will be used to fund senior center activites such as bus trips, food rent and trips."
Levine,Graham Windham,Manhattanville Intergenerational Program,132926426,5000,".00 Funding to support expenses related to creating/growing an intergenerational community garden in the vacant lot adjacent to the Manhattanville Community Center, located in the NYCHA Manhattanville housing development Chin Grand Street Settlement, Inc."
,".00 Funding to support expenses related to creating/growing an intergenerational community garden in the vacant lot adjacent to the Manhattanville Community Center, located in the NYCHA Manhattanville housing development Chin Grand Street Settlement, Inc.",,135562230,6000,".00 Funds will support programs including education classes (ESL, computer classes), arts classes (Chinese folk dance, calligraphy, macramé, Chinese painting, multi-lingual singing classes), exercise (dance classes, Tai-Chi), and cultural outings Mendez Grand Street Settlement, Inc. - Grand Coalition of Seniors Senior Center"
,".00 Funds will support programs including education classes (ESL, computer classes), arts classes (Chinese folk dance, calligraphy, macramé, Chinese painting, multi-lingual singing classes), exercise (dance classes, Tai-Chi), and cultural outings Mendez Grand Street Settlement, Inc.",Grand Coalition of Seniors Senior Center,135562230,20000,".00 Funding for activities and services that meet the psychosocial, health and financial needs of community seniors at the Grand Coalition of Seniors (GSC) Senior Center. Vallone Greater Whitestone Taxpayers Community Center, Inc. 112791048 * $10,000.00 Funding will be used to support operating costs of services and programs for senior citizens. Johnson Greenwich House, Inc."
,".00 Funding for activities and services that meet the psychosocial, health and financial needs of community seniors at the Grand Coalition of Seniors (GSC) Senior Center. Vallone Greater Whitestone Taxpayers Community Center, Inc. 112791048 * $10,000.00 Funding will be used to support operating costs of services and programs for senior citizens. Johnson Greenwich House, Inc.",,135562204,25000,".00 To fund a comprehensive range of social, physical and health services offered at Greenwich House through it programs for seniors. Chin Greenwich House, Inc. - Center on the Square"
,".00 To fund a comprehensive range of social, physical and health services offered at Greenwich House through it programs for seniors. Chin Greenwich House, Inc.",Center on the Square,135562204,8000,".00 Funds will support the purchase of nutritious meals, as well as health and wellness classes and cultural programming at the Greenwich House Senior Center at Greenwich House Center on the Square Chin Greenwich House, Inc. - IPN Senior Center"
,".00 Funds will support the purchase of nutritious meals, as well as health and wellness classes and cultural programming at the Greenwich House Senior Center at Greenwich House Center on the Square Chin Greenwich House, Inc.",IPN Senior Center,135562204,8000,".00 Funds will support the purchase of nutritious meals, as well as health and wellness classes and cultural programming at the Greenwich House Senior Center at Independence Plaza Menchaca GRIOT Circle, Inc."
,".00 Funds will support the purchase of nutritious meals, as well as health and wellness classes and cultural programming at the Greenwich House Senior Center at Independence Plaza Menchaca GRIOT Circle, Inc.",,113364328,5000,".00 To support core program including Buddy 2 Buddy peer caregiver support program; to provide health and wellness activities; and to sustain the ""Still Standing: Aging Gracefully and Positively"" Initiative. Cumbo GRIOT Circle, Inc."
,".00 To support core program including Buddy 2 Buddy peer caregiver support program; to provide health and wellness activities; and to sustain the ""Still Standing: Aging Gracefully and Positively"" Initiative. Cumbo GRIOT Circle, Inc.",,113364328,8000,".00 Funding to support the Buddy2Buddy peer support program Williams Haitian Centers Council, Inc. 112648501 * $7,000.00 Funds will support a fitness instructor and program director, as well as necessary resources for a free community fitness program. Chin Hamilton-Madison House, Inc."
,".00 Funding to support the Buddy2Buddy peer support program Williams Haitian Centers Council, Inc. 112648501 * $7,000.00 Funds will support a fitness instructor and program director, as well as necessary resources for a free community fitness program. Chin Hamilton-Madison House, Inc.",,135562412,25000,".00 Funds will support the provision of door-to-door transportation for seniors; senior trips; grocery shopping; social workers; and other senior services in Seaport Civic Center and Battery Park City. Rodriguez HANAC, Inc."
,".00 Funds will support the provision of door-to-door transportation for seniors; senior trips; grocery shopping; social workers; and other senior services in Seaport Civic Center and Battery Park City. Rodriguez HANAC, Inc.",,112290832,10000,".00 Funding to support senior enrichment and wellness programming, activities and events. Vallone HANAC, Inc. - Angelo Petromelis Senior Center"
,".00 Funding to support senior enrichment and wellness programming, activities and events. Vallone HANAC, Inc.",Angelo Petromelis Senior Center,112290832,20000,".00 The funds will help to support operational costs, activities/programming for seniors at the Angelo Petromelis Senior Center. Vacca HANAC, Inc. - Bronx Senior Information & Referral"
Program,,,112290832,10000,".00 To fund the Bronx Information and Referral Senior Program as well as educational and recreational activities. Page 11 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Constantinides HANAC, Inc. - Douris Tower Senior Programming"
,".00 To fund the Bronx Information and Referral Senior Program as well as educational and recreational activities. Page 11 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Constantinides HANAC, Inc.",Douris Tower Senior Programming,112290832,22000,".00 Funds will be used to defray operating expenses of George Douris Tower Van Bramer HANAC, Inc. - Ravenswood Senior Center"
,".00 Funds will be used to defray operating expenses of George Douris Tower Van Bramer HANAC, Inc.",Ravenswood Senior Center,112290832,6500,".00 The funding will be used to provide health and wellness, social events, and defray operating costs at Ravenswood Senior Center Constantinides HANAC, Inc. - Senior Services - Council District 22"
,".00 The funding will be used to provide health and wellness, social events, and defray operating costs at Ravenswood Senior Center Constantinides HANAC, Inc.",Senior Services - Council District 22,112290832,6000,".00 Funds will be used to support the Extended Services Program, which provides free senior casework in District 22. Johnson Hartley House, Inc."
,".00 Funds will be used to support the Extended Services Program, which provides free senior casework in District 22. Johnson Hartley House, Inc.",,131656652,3500,".00 Funding to support Home Outreach Program for Elders (HOPE), serving the elderly population of Hell’s Kitchen with critical services (case management, benefits assessment, referrals to legal, medical services) to allow seniors to “age-in-place” and remain Garodnick Health Advocates for Older People, Inc,"
,".00 Funding to support Home Outreach Program for Elders (HOPE), serving the elderly population of Hell’s Kitchen with critical services (case management, benefits assessment, referrals to legal, medical services) to allow seniors to “age-in-place” and remain Garodnick Health Advocates for Older People, Inc,",,134165807,5000,".00 Funding will support free activities to assist seniors in maintaining socialization, physical and mental health and independence. Kallos Health Advocates for Older People, Inc,"
,".00 Funding will support free activities to assist seniors in maintaining socialization, physical and mental health and independence. Kallos Health Advocates for Older People, Inc,",,134165807,2000,.00 To fund the Healthy Aging Program which promotes maintenance of physical and mental health for elderly residing in Council District 5. Rodriguez Hebrew Tabernacle of Washington Heights
,.00 To fund the Healthy Aging Program which promotes maintenance of physical and mental health for elderly residing in Council District 5. Rodriguez Hebrew Tabernacle of Washington Heights,,130831470,10000,".00 Funding will go towards coordination of art exhibitions and related programming; Mitzvah day, a celebration of volunteerism; aerobic exercise classes; and a Thanksgiving multicultural festival. Lander Heights and Hills, Inc. 237237927 * $9,000.00 To provide funding support for the Heights and Hills Case Management Program. Levin Heights and Hills, Inc. 237237927 * $17,000.00 To provide in-home case management services. Cornegy Heights and Hills, Inc. 237237927 * $6,000.00 Funding to support the Case Management Program which currently provides ongoing in-home case management services homebound seniors in Brooklyn. Lander Heights and Hills, Inc. 237237927 * $9,000.00 Funding for supplies and to support health management, education, recreation, arts and technology programming. Cumbo Heights and Hills, Inc. 237237927 * $7,000.00 Funding to support in-home case management services for seniors. Lander Helen Keller Services"
,".00 Funding will go towards coordination of art exhibitions and related programming; Mitzvah day, a celebration of volunteerism; aerobic exercise classes; and a Thanksgiving multicultural festival. Lander Heights and Hills, Inc. 237237927 * $9,000.00 To provide funding support for the Heights and Hills Case Management Program. Levin Heights and Hills, Inc. 237237927 * $17,000.00 To provide in-home case management services. Cornegy Heights and Hills, Inc. 237237927 * $6,000.00 Funding to support the Case Management Program which currently provides ongoing in-home case management services homebound seniors in Brooklyn. Lander Heights and Hills, Inc. 237237927 * $9,000.00 Funding for supplies and to support health management, education, recreation, arts and technology programming. Cumbo Heights and Hills, Inc. 237237927 * $7,000.00 Funding to support in-home case management services for seniors. Lander Helen Keller Services",,111630807,3500,.00 Funding to support the Adaptive Living Program (ALP). Levin Helen Keller Services
,.00 Funding to support the Adaptive Living Program (ALP). Levin Helen Keller Services,,111630807,4000,.00 To support the free Adaptive Living Program (ALP) for visually impaired seniors. Chin Henry Street Settlement
,.00 To support the free Adaptive Living Program (ALP) for visually impaired seniors. Chin Henry Street Settlement,,131562242,8000,".00 Funds will support multilingual staff, lunches, wellness programs, and recreational activities at the Good Companions Senior Center (GCSC) serving the lower east side. Mendez Henry Street Settlement - Good Companion Senior Center"
,".00 Funds will support multilingual staff, lunches, wellness programs, and recreational activities at the Good Companions Senior Center (GCSC) serving the lower east side. Mendez Henry Street Settlement",Good Companion Senior Center,131562242,20000,".00 Funds will be used to provide nutritional information to enhance the health of seniors, and other affordable hot lunches Sunday through Friday, and dinners Monday through Friday. Lancman Hillcrest Jewish Center, Inc., The - Gold Senior Center"
,".00 Funds will be used to provide nutritional information to enhance the health of seniors, and other affordable hot lunches Sunday through Friday, and dinners Monday through Friday. Lancman Hillcrest Jewish Center, Inc., The",Gold Senior Center,111639813,10000,".00 Funding to provide nutritious lunch, participation in supervised age- appropriate exercise, discussions and entertainment."
Koo,"Hindu Temple Society of North America, The",Hindu Temple Senior Center,237071891,10000,".00 To fund intergenerational activities, education and debates, social activities, seminars and cultural programs. Page 12 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN"
Treyger,"Holocaust Survivors Charity, Inc.",,113792091,6000,".00 To fund lectures on smoking, abuse of drugs, health, art, music and physical exercise for holocaust survivors. To provide mobile food pantry, and social gatherings. Williams Homecrest Community Services, Inc."
,".00 To fund lectures on smoking, abuse of drugs, health, art, music and physical exercise for holocaust survivors. To provide mobile food pantry, and social gatherings. Williams Homecrest Community Services, Inc.",,113373115,3000,".00 Funds will be used to support the organization in providing educational and recreational services for seniors and the community such as translation services, case assistance, community workshops, and wellness promotion. Deutsch Homecrest Community Services, Inc. - Homecrest Senior Center"
,".00 Funds will be used to support the organization in providing educational and recreational services for seniors and the community such as translation services, case assistance, community workshops, and wellness promotion. Deutsch Homecrest Community Services, Inc.",Homecrest Senior Center,113373115,10000,".00 Funding to support operational expenses of educational, recreatioanl and social services programming for seniors Homecrest Senior Center. Greenfield Homecrest Community Services, Inc. - Senior, immigrant and community services"
,".00 Funding to support operational expenses of educational, recreatioanl and social services programming for seniors Homecrest Senior Center. Greenfield Homecrest Community Services, Inc.","Senior, immigrant and community services",113373115,3500,".00 Funding to provide educational and recreational services for seniors, access and translation (Chinese-English) services, case assistance, community workshops, health and wellness promotion. Gibson Hope of Israel Senior Citizens Center, Inc."
,".00 Funding to provide educational and recreational services for seniors, access and translation (Chinese-English) services, case assistance, community workshops, health and wellness promotion. Gibson Hope of Israel Senior Citizens Center, Inc.",,132749857,5000,".00 Funding to support recreational activities and programming at the Hope of Israel Senior Citizens center. Reynoso Hosh Yoga, Inc. - Onderdonk House 264791960 * $5,000.00 To support a health fair for senior citizens at the Onderdonk House in Ridgewood. Salamanca Housing Options and Geriatric Association Resources, Inc. - Senior Case Assistance Program & Golden Age Clubhouse"
,".00 Funding to support recreational activities and programming at the Hope of Israel Senior Citizens center. Reynoso Hosh Yoga, Inc.","Onderdonk House 264791960 * $5,000.00 To support a health fair for senior citizens at the Onderdonk House in Ridgewood. Salamanca Housing Options and Geriatric Association Resources, Inc. - Senior Case Assistance Program & Golden Age Clubhouse",133887707,30000,".00 To support the Senior Case Assistance Program/Golden Age Clubhouse for low income seniors in Councilmatic District 17 Salamanca Housing Options and Geriatric Association Resources, Inc. - Senior Case Assistance Program & Golden Age Clubhouse"
,".00 To support the Senior Case Assistance Program/Golden Age Clubhouse for low income seniors in Councilmatic District 17 Salamanca Housing Options and Geriatric Association Resources, Inc.",Senior Case Assistance Program & Golden Age Clubhouse,133887707,10000,".00 Funding support outings and trips for senior participants at CD17 senior centers. Dromm India Home, Inc."
,".00 Funding support outings and trips for senior participants at CD17 senior centers. Dromm India Home, Inc.",,208747291,8000,".00 To provide congregate nutrition, support staff salaries, and fund senior program materials. Lancman India Home, Inc."
,".00 To provide congregate nutrition, support staff salaries, and fund senior program materials. Lancman India Home, Inc.",,208747291,35000,".00 Funding will provide halal lunch, exercise, physical therapy, and yoga sessions for seniors to keep them healthy and active. Miller India Home, Inc."
,".00 Funding will provide halal lunch, exercise, physical therapy, and yoga sessions for seniors to keep them healthy and active. Miller India Home, Inc.",,208747291,10000,".00 Funding will support senior programming including culturally appropriate Halal or vegetarian meals, health and wellness activities, educational seminars, recreational activities, and case management CD28 India Home, Inc."
,".00 Funding will support senior programming including culturally appropriate Halal or vegetarian meals, health and wellness activities, educational seminars, recreational activities, and case management CD28 India Home, Inc.",,208747291,5000,".00 Funding to provide senior center programs, recreational activities, health and wellness programs, case assistance, and other supportive services. Gibson Institute for the Puerto Rican/Hispanic Elderly, Inc."
,".00 Funding to provide senior center programs, recreational activities, health and wellness programs, case assistance, and other supportive services. Gibson Institute for the Puerto Rican/Hispanic Elderly, Inc.",,132987263,18000,".00 Funds will be used to cover cost of running recreational activities at the IPRHE Arturo Schomberg Senior Center. Mark-Viverito Institute for the Puerto Rican/Hispanic Elderly, Inc. - Betances Senior Center"
