member,organization,program,ein,amount,purpose
,.00 Funding will support meal delivery services. Lander Coalition of Institutionalized Aged and Disabled,,133124614,5000,".00 To support advocacy, educational and organizing services to the residents of adult homes. Lander Cobble Hill Health Center, Inc."
,".00 To support advocacy, educational and organizing services to the residents of adult homes. Lander Cobble Hill Health Center, Inc.",,112388200,7500,".00 Funding would provide artists and facilitators of many diverse creative engagement programs/memory activities. Matteo Community Agency for Senior Citizens, Inc."
,".00 Funding would provide artists and facilitators of many diverse creative engagement programs/memory activities. Matteo Community Agency for Senior Citizens, Inc.",,133263537,5000,".00 Funding to support general operating expenses associated with programming/services including client transportation and staff support. Borelli Community Agency for Senior Citizens, Inc. - CASC Case Assistance"
,".00 Funding to support general operating expenses associated with programming/services including client transportation and staff support. Borelli Community Agency for Senior Citizens, Inc.",CASC Case Assistance,133263537,10000,.00 Funds will support staff and materials to provide older residents and caregivers with necessary information and programs serving the elderly.
Rose,"Community Agency for Senior Citizens, Inc.",Cassidy Coles Neighborhood Senior Center,133263537,12500,".00 Fund will support the administrative, staffing, and operational costs associated with providing group activities and computer training for CASC Cassidy Coles Neighborhood Senior Center (DFTA 550) . Page 6 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN"
Rose,"Community Agency for Senior Citizens, Inc.",New Lane Neighborhood Senior Center,133263537,10000,".00 Fund will support the administrative, staffing, and operational costs associated with providing group activities, computer training, and a new air conditioner for the common area for CASC New Lane Neighborhood Senior Center (DFTA 549). Miller Community Bridge Home, Inc."
,".00 Fund will support the administrative, staffing, and operational costs associated with providing group activities, computer training, and a new air conditioner for the common area for CASC New Lane Neighborhood Senior Center (DFTA 549). Miller Community Bridge Home, Inc.",,113192295,5000,".00 Funding will cover costs associated with teaching intermediate bridge, providing dance and exercise classes. Matteo Community Service Society of New York"
,".00 Funding will cover costs associated with teaching intermediate bridge, providing dance and exercise classes. Matteo Community Service Society of New York",,135562202,5000,.00 Funds will be used to support staff salaries. Gibson Concourse Village Special Adults Senior Center
,.00 Funds will be used to support staff salaries. Gibson Concourse Village Special Adults Senior Center,,131977533,10000,".00 The funds will support health, wellness and safety workshops, recreational programming, excursion, sewing classes, and milestone/seasonal events/celebrations. Greenfield Congregation Bnai Yosef 111994182 * $15,000.00 Funds will be used to provide dinners to seniors who visit the facilitity on a daily basis."
Levine,Convent Avenue Baptist Church,"Hamilton Grange Senior Center 131769584 * $12,000.00 Funding to support the programs, salaries and meals for seniors at the Hamilton Grange Senior Center Ferreras- Copeland Corona Congregational Church - Florence E. Smith Neighborhood Senior Center",111802803,15000,".00 Funds will support senior programming services including educational and recreational activities, health management, technology, transportation, and case work services. Matteo Corporal Allen F. Kivlehan Korean War Veterans Association, Inc."
,".00 Funds will support senior programming services including educational and recreational activities, health management, technology, transportation, and case work services. Matteo Corporal Allen F. Kivlehan Korean War Veterans Association, Inc.",,133634076,4000,".00 Funding to support the operating costs associated with meetings and annual events. Borelli Corporal Allen F. Kivlehan Korean War Veterans Association, Inc. - Korean War Vets Support"
,".00 Funding to support the operating costs associated with meetings and annual events. Borelli Corporal Allen F. Kivlehan Korean War Veterans Association, Inc.",Korean War Vets Support,133634076,5000,".00 Funds will support purchase of materials and supplies for events and office equipment as needed. Rodriguez COTHOA Luncheon Club, Inc. 133608860 * $5,000.00 Funding to support the provision of health/wellness activities for seniors. Torres Council of Belmont Organizatons, Inc. - Senior Social Services 132755323 * $10,000.00 Funds will support direct services for seniors to access federal, state and local public entitlement programs. Torres Council of Belmont Organizatons, Inc. - Social Services for Community 132755323 * $20,000.00 Funds will support social services assistance including providing information, referrals and applications for public assistance and benefits. Deutsch Council of Jewish Organizations of Flatbush, Inc."
,".00 Funds will support purchase of materials and supplies for events and office equipment as needed. Rodriguez COTHOA Luncheon Club, Inc. 133608860 * $5,000.00 Funding to support the provision of health/wellness activities for seniors. Torres Council of Belmont Organizatons, Inc.","Senior Social Services 132755323 * $10,000.00 Funds will support direct services for seniors to access federal, state and local public entitlement programs. Torres Council of Belmont Organizatons, Inc. - Social Services for Community 132755323 * $20,000.00 Funds will support social services assistance including providing information, referrals and applications for public assistance and benefits. Deutsch Council of Jewish Organizations of Flatbush, Inc.",112864728,2000,".00 Funds to provide Holocaust survivors with case management, transportation and friendly visits. Williams Council of Jewish Organizations of Flatbush, Inc."
