Fund,Department,Control Officer,Department ID,Short Title,Link to Website,Department Description,Adopted 2015,Itemized 2015,Adopted 2016,Itemized 2016,Adopted 2017,Itemized 2017,Adopted 2018,Itemized 2018,Adopted 2019,Itemized 2019,Adopted 2020,Itemized 2020,Adopted 2021,Itemized 2021,Adopted 2022,Itemized 2022,Adopted 2023,Itemized 2023,Adopted 2024,Itemized 2024,Adopted 2025,Itemized 2025,Adopted 2026,Itemized 2026,Adopted 2027,Itemized 2027
Housing,Home Loan Program,HPD,401,Home Loan Program,,"“Home Loan Program” — a Housing discretionary initiative administered by HPD. FY2027 adopted: $1,800,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000
Housing,Homeowner Stabilization Services (Formerly Estate Planning and Resolution Initiative and Foreclosure Prevention Programs),HPD,402,Homeowner Stabilization Services (Formerly Estate Planning and Resolution Initiative and Foreclosure Prevention Programs),,"“Homeowner Stabilization Services (Formerly Estate Planning and Resolution Initiative and Foreclosure Prevention Programs)” — a Housing discretionary initiative administered by HPD. FY2027 adopted: $5,150,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5150000,0
Housing,Housing Court Answers,DSS/HRA,403,Housing Court Answers,,"“Housing Court Answers” — a Housing discretionary initiative administered by DSS/HRA. FY2027 adopted: $650,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650000,650000,650000,650000,650000,650000,650000,650000,650000,650000
Housing,Housing Information Project,HPD,404,Housing Information Project,,"“Housing Information Project” — a Housing discretionary initiative administered by HPD. FY2027 adopted: $300,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000
Housing,Housing Preservation Initiative,HPD,405,Housing Preservation Initiative,,"“Housing Preservation Initiative” — a Housing discretionary initiative administered by HPD. FY2015 adopted: $2,000,000.",2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,Immigrant Health Initiative,DOHMH,406,Immigrant Health Initiative,,"“Immigrant Health Initiative” — a Housing discretionary initiative administered by DOHMH. FY2022 adopted: $2,000,000.",0,0,1500000,0,0,0,0,0,2000000,0,0,0,2000000,0,2000000,0,0,0,0,0,0,0,0,0,0,0
Housing,Immigrant Opportunities Initiative,HRA,407,Immigrant Opportunities Initiative,,"“Immigrant Opportunities Initiative” — a Housing discretionary initiative administered by HRA. FY2022 adopted: $2,600,000.",0,0,3300000,0,0,0,0,0,2600000,0,2600000,0,2600000,0,2600000,0,0,0,0,0,0,0,0,0,0,0
Housing,Key to the City,DYCD,408,Key to the City,,"“Key to the City” — a Housing discretionary initiative administered by DYCD. FY2022 adopted: $700,000.",0,0,0,0,0,0,0,0,700000,0,700000,0,0,0,700000,0,0,0,0,0,0,0,0,0,0,0
Housing,Legal Information for Families (LIFT),MOCJ,409,Legal Information for Families (LIFT),,"“Legal Information for Families (LIFT)” — a Housing discretionary initiative administered by MOCJ. FY2018 adopted: $485,000.",0,0,0,0,485000,0,485000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,Legal Services for Low-Income New Yorkers,Multiple agencies,410,Legal Services for Low-Income New Yorkers,,"“Legal Services for Low-Income New Yorkers” — a Housing discretionary initiative administered by Multiple agencies. FY2018 adopted: $5,000,000.",0,0,0,0,5000000,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,Legal Services for the Working Poor,HRA,411,Legal Services for the Working Poor,,"“Legal Services for the Working Poor” — a Housing discretionary initiative administered by HRA. FY2018 adopted: $3,055,000.",0,0,0,0,2405000,0,3055000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,Mortgage Foreclosure Prevention Program,HPD,412,Mortgage Foreclosure Prevention Program,,"“Mortgage Foreclosure Prevention Program” — a Housing discretionary initiative administered by HPD. FY2015 adopted: $750,000.",750000,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,NYCHA Community and Senior Centers,NYCHA,413,NYCHA Community and Senior Centers,,"“NYCHA Community and Senior Centers” — a Housing discretionary initiative administered by NYCHA. FY2015 adopted: $17,100,000.",17100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,New York Immigrant Family Unity Project,HRA,414,New York Immigrant Family Unity Project,,"“New York Immigrant Family Unity Project” — a Housing discretionary initiative administered by HRA. FY2022 adopted: $16,600,000.",0,0,4900000,0,0,0,0,0,10000000,0,16600000,0,16600000,0,16600000,0,0,0,0,0,0,0,0,0,0,0
Housing,New York Immigration Coalition,DYCD,415,New York Immigration Coalition,,"“New York Immigration Coalition” — a Housing discretionary initiative administered by DYCD. FY2016 adopted: $200,000.",0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,Prisoners' Rights Project,MOCJ,416,Prisoners' Rights Project,,"“Prisoners' Rights Project” — a Housing discretionary initiative administered by MOCJ. FY2018 adopted: $750,000.",0,0,0,0,750000,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,Stabilizing NYC,HPD,417,Stabilizing NYC,,"“Stabilizing NYC” — a Housing discretionary initiative administered by HPD. FY2027 adopted: $3,700,000.",1000000,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750000,0,3700000,3700000,3700000,3700000,3700000,3540000,3700000,3700000
Housing,Subsidized Housing Information Project (SHIP),HPD,418,Subsidized Housing Information Project (SHIP),,"“Subsidized Housing Information Project (SHIP)” — a Housing discretionary initiative administered by HPD. FY2015 adopted: $100,000.",100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,Tax Lien Sale Outreach and Assistance,HPD,419,Tax Lien Sale Outreach and Assistance,,"“Tax Lien Sale Outreach and Assistance” — a Housing discretionary initiative administered by HPD. FY2027 adopted: $2,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,2000000
Housing,Unaccompanied Minors and Families,HRA,420,Unaccompanied Minors and Families,,"“Unaccompanied Minors and Families” — a Housing discretionary initiative administered by HRA. FY2022 adopted: $3,981,800.",0,0,1500000,0,0,0,0,0,2000000,0,3981800,0,3981800,0,3981800,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,Anti-Eviction Legal Services and Single Room Occupancy,HRA,421,Anti-Eviction Legal Services and Single Room Occupancy,,"“Anti-Eviction Legal Services and Single Room Occupancy” — a Immigrant Services discretionary initiative administered by HRA. FY2016 adopted: $5,000,000.",0,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,Asylum Seeker Legal Assistance Network (ASLAN) / Pro Se Plus,Multiple agencies,422,Asylum Seeker Legal Assistance Network (ASLAN) / Pro Se Plus,,"“Asylum Seeker Legal Assistance Network (ASLAN) / Pro Se Plus” — a Immigrant Services discretionary initiative administered by Multiple agencies. FY2027 adopted: $4,593,978.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4593978,4593978
Immigrant Services,Autism Awareness,DOHMH,423,Autism Awareness,,"“Autism Awareness” — a Immigrant Services discretionary initiative administered by DOHMH. FY2018 adopted: $3,236,846.",0,0,0,0,3315386,0,3236846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,CUNY Citizenship NOW! Expansion,CUNY,424,CUNY Citizenship NOW! Expansion,,"“CUNY Citizenship NOW! Expansion” — a Immigrant Services discretionary initiative administered by CUNY. FY2015 adopted: $1,000,000.",1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,CUNY Citizenship NOW! Program,Multiple agencies,425,CUNY Citizenship NOW! Program,,"“CUNY Citizenship NOW! Program” — a Immigrant Services discretionary initiative administered by Multiple agencies. FY2027 adopted: $5,250,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3250000,0,3350000,0,3350000,0,3350000,0,5250000,5250000
Immigrant Services,Children Under Five,DOHMH,426,Children Under Five,,"“Children Under Five” — a Immigrant Services discretionary initiative administered by DOHMH. FY2018 adopted: $1,002,000.",0,0,0,0,1002000,0,1002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,Citywide Civil Legal Services,HRA,427,Citywide Civil Legal Services,,"“Citywide Civil Legal Services” — a Immigrant Services discretionary initiative administered by HRA. FY2016 adopted: $3,750,000.",0,0,3750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,Commission on Human Rights,CCHR,428,Commission on Human Rights,,"“Commission on Human Rights” — a Immigrant Services discretionary initiative administered by CCHR. FY2016 adopted: $1,510,000.",0,0,1510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,Court-Involved Youth Mental Health,DOHMH,429,Court-Involved Youth Mental Health,,"“Court-Involved Youth Mental Health” — a Immigrant Services discretionary initiative administered by DOHMH. FY2018 adopted: $2,050,000.",0,0,0,0,1900000,0,2050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,"DOHMH, H+H Immigrant Health Initiative",Unspecified agency,430,"DOHMH, H+H Immigrant Health Initiative",,"“DOHMH, H+H Immigrant Health Initiative” — a Immigrant Services discretionary initiative administered by Unspecified agency. FY2024 adopted: $2,430,341.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430341,0,0,0,0,0,0,0
Immigrant Services,"Developmental, Psychological and Behavioral Health Services",DOHMH,431,"Developmental, Psychological and Behavioral Health Services",,"“Developmental, Psychological and Behavioral Health Services” — a Immigrant Services discretionary initiative administered by DOHMH. FY2018 adopted: $2,179,390.",0,0,0,0,2139390,0,2179390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,Family Advocacy and Guardianship Support,MOCJ,432,Family Advocacy and Guardianship Support,,"“Family Advocacy and Guardianship Support” — a Immigrant Services discretionary initiative administered by MOCJ. FY2022 adopted: $3,000,000.",0,0,0,0,0,0,0,0,0,0,1500000,0,1000000,1000000,3000000,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,Geriatric Mental Health,DOHMH,433,Geriatric Mental Health,,"“Geriatric Mental Health” — a Immigrant Services discretionary initiative administered by DOHMH. FY2018 adopted: $1,905,540.",0,0,0,0,1827000,0,1905540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,Haitian Response Initiative,DSS/HRA,434,Haitian Response Initiative,,"“Haitian Response Initiative” — a Immigrant Services discretionary initiative administered by DSS/HRA. FY2027 adopted: $600,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,600000
Immigrant Services,Immigrant Health Initiative,Multiple agencies,435,Immigrant Health Initiative,,"“Immigrant Health Initiative” — a Immigrant Services discretionary initiative administered by Multiple agencies. FY2027 adopted: $2,430,341.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430341,0,0,0,2430341,0,2430341,0,2430341,2430341
Immigrant Services,Immigrant Legal Providers Support Network,DSS/HRA,436,Immigrant Legal Providers Support Network,,"“Immigrant Legal Providers Support Network” — a Immigrant Services discretionary initiative administered by DSS/HRA. FY2027 adopted: $2,250,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250000,2250000
Immigrant Services,Immigrant Opportunities Initiative,Multiple agencies,437,Immigrant Opportunities Initiative,,"“Immigrant Opportunities Initiative” — a Immigrant Services discretionary initiative administered by Multiple agencies. FY2027 adopted: $6,489,132.",1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600000,2496000,2600000,2463000,2600000,2430000,2600000,2535000,6489132,6429132
Immigrant Services,Immigrant Rights Workshops,DSS/HRA,438,Immigrant Rights Workshops,,"“Immigrant Rights Workshops” — a Immigrant Services discretionary initiative administered by DSS/HRA. FY2027 adopted: $850,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,850000
Immigrant Services,Immigration Legal Services for Survivors of Violence and Gender Based Harm,DSS/HRA,439,Immigration Legal Services for Survivors of Violence and Gender Based Harm,,"“Immigration Legal Services for Survivors of Violence and Gender Based Harm” — a Immigrant Services discretionary initiative administered by DSS/HRA. FY2027 adopted: $850,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,850000
Immigrant Services,Key to the City,DYCD,440,Key to the City,,"“Key to the City” — a Immigrant Services discretionary initiative administered by DYCD. FY2025 adopted: $700,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,0,700000,700000,700000,0,0,0,0,0
Immigrant Services,Know Your Rights for Immigrant Street Vendors,SBS,441,Know Your Rights for Immigrant Street Vendors,,"“Know Your Rights for Immigrant Street Vendors” — a Immigrant Services discretionary initiative administered by SBS. FY2027 adopted: $500,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,500000
Immigrant Services,LGBTQ Youth All-Borough Mental Health,DOHMH,442,LGBTQ Youth All-Borough Mental Health,,"“LGBTQ Youth All-Borough Mental Health” — a Immigrant Services discretionary initiative administered by DOHMH. FY2018 adopted: $1,200,000.",0,0,0,0,1000000,0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,Language Access and Legal Services for Black Immigrants,DYCD,443,Language Access and Legal Services for Black Immigrants,,"“Language Access and Legal Services for Black Immigrants” — a Immigrant Services discretionary initiative administered by DYCD. FY2027 adopted: $750,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,750000
Immigrant Services,Legal Information and Support for Families,MOCJ,444,Legal Information and Support for Families,,"“Legal Information and Support for Families” — a Immigrant Services discretionary initiative administered by MOCJ. FY2022 adopted: $485,000.",0,0,0,0,0,0,0,0,0,0,485000,0,412250,412250,485000,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,Legal Information for Families (LIFT),MOCJ,445,Legal Information for Families (LIFT),,"“Legal Information for Families (LIFT)” — a Immigrant Services discretionary initiative administered by MOCJ. FY2016 adopted: $485,000.",0,0,485000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,Legal Information for Families Today (LIFT),MOCJ,446,Legal Information for Families Today (LIFT),,"“Legal Information for Families Today (LIFT)” — a Immigrant Services discretionary initiative administered by MOCJ. FY2019 adopted: $485,000.",0,0,0,0,0,0,0,0,485000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,Legal Services for AAPI Communities,DSS/HRA,447,Legal Services for AAPI Communities,,"“Legal Services for AAPI Communities” — a Immigrant Services discretionary initiative administered by DSS/HRA. FY2027 adopted: $2,025,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025000,2025000
Immigrant Services,Legal Services for Day Laborers and Domestic Workers,SBS,448,Legal Services for Day Laborers and Domestic Workers,,"“Legal Services for Day Laborers and Domestic Workers” — a Immigrant Services discretionary initiative administered by SBS. FY2027 adopted: $1,300,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000,1300000
Immigrant Services,Legal Services for Low-Income Immigrants,Multiple agencies,449,Legal Services for Low-Income Immigrants,,"“Legal Services for Low-Income Immigrants” — a Immigrant Services discretionary initiative administered by Multiple agencies. FY2027 adopted: $6,824,901.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400000,0,33255000,0,6824901,6824901
Immigrant Services,Legal Services for Low-Income New Yorkers,Multiple agencies,450,Legal Services for Low-Income New Yorkers,,"“Legal Services for Low-Income New Yorkers” — a Immigrant Services discretionary initiative administered by Multiple agencies. FY2022 adopted: $5,800,000.",0,0,0,0,0,0,0,0,5300000,0,5800000,0,4930000,0,5800000,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,Legal Services for the Working Poor,HRA,451,Legal Services for the Working Poor,,"“Legal Services for the Working Poor” — a Immigrant Services discretionary initiative administered by HRA. FY2022 adopted: $3,205,000.",0,0,1725000,0,0,0,0,0,3205000,0,3205000,0,2724250,0,3205000,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,Low Wage Worker Support,HRA,452,Low Wage Worker Support,,"“Low Wage Worker Support” — a Immigrant Services discretionary initiative administered by HRA. FY2022 adopted: $120,000.",0,0,0,0,0,0,0,0,500000,0,500000,0,120000,0,120000,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,Medicaid Redesign Transition,DOHMH,453,Medicaid Redesign Transition,,"“Medicaid Redesign Transition” — a Immigrant Services discretionary initiative administered by DOHMH. FY2018 adopted: $500,000.",0,0,0,0,500000,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,Mental Health Services for Vulnerable Populations,DOHMH,454,Mental Health Services for Vulnerable Populations,,"“Mental Health Services for Vulnerable Populations” — a Immigrant Services discretionary initiative administered by DOHMH. FY2018 adopted: $1,218,000.",0,0,0,0,1093000,0,1218000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,New York Immigrant Family Unity Project,DSS/HRA,455,New York Immigrant Family Unity Project,,"“New York Immigrant Family Unity Project” — a Immigrant Services discretionary initiative administered by DSS/HRA. FY2027 adopted: $24,900,000.",4900000,4900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16600000,11066667,16600000,16600000,16600000,11066667,24900000,11066667,24900000,24900000
Immigrant Services,New York Immigration Coalition,DYCD,456,New York Immigration Coalition,,"“New York Immigration Coalition” — a Immigrant Services discretionary initiative administered by DYCD. FY2015 adopted: $200,000.",200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,Prisoners' Rights Project,MOCJ,457,Prisoners' Rights Project,,"“Prisoners' Rights Project” — a Immigrant Services discretionary initiative administered by MOCJ. FY2022 adopted: $1,000,000.",0,0,750000,0,0,0,0,0,1000000,0,1000000,0,850000,0,1000000,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,Rapid Response Legal Collaborative,DSS/HRA,458,Rapid Response Legal Collaborative,,"“Rapid Response Legal Collaborative” — a Immigrant Services discretionary initiative administered by DSS/HRA. FY2027 adopted: $3,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,3000000,3000000
Immigrant Services,School-Based Immigrant Rapid Response Legal Access,DSS/HRA,459,School-Based Immigrant Rapid Response Legal Access,,"“School-Based Immigrant Rapid Response Legal Access” — a Immigrant Services discretionary initiative administered by DSS/HRA. FY2027 adopted: $2,250,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250000,2250000
Immigrant Services,Special Immigration Juvenile Status (SIJS),DSS/HRA,460,Special Immigration Juvenile Status (SIJS),,"“Special Immigration Juvenile Status (SIJS)” — a Immigrant Services discretionary initiative administered by DSS/HRA. FY2027 adopted: $2,371,989.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371989,2371989
Immigrant Services,Unaccompanied Minors and Families,DSS/HRA,461,Unaccompanied Minors and Families,,"“Unaccompanied Minors and Families” — a Immigrant Services discretionary initiative administered by DSS/HRA. FY2027 adopted: $16,981,800.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3981800,3361800,3981800,3691800,3981800,3361800,16481800,3361800,16981800,16981800
Immigrant Services,Unemployment Insurance/SSI Advocacy Project,HRA,462,Unemployment Insurance/SSI Advocacy Project,,"“Unemployment Insurance/SSI Advocacy Project” — a Immigrant Services discretionary initiative administered by HRA. FY2016 adopted: $1,000,000.",0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigrant Services,Welcome NYC,DYCD,463,Welcome NYC,,"“Welcome NYC” — a Immigrant Services discretionary initiative administered by DYCD. FY2027 adopted: $2,200,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175000,995000,1175000,1070000,1875000,1800000,2200000,2200000
Introduction,Multiple Anti-Poverty Initiative,Unspecified agency,464,Multiple Anti-Poverty Initiative,,"“Multiple Anti-Poverty Initiative” — a Introduction discretionary initiative administered by Unspecified agency. FY2022 adopted: $2,800,000.",0,0,2800000,0,2800000,0,2800000,0,2800000,0,2800000,0,0,0,2800000,0,0,0,0,0,0,0,0,0,0,0
Legal Services,Anti-Eviction Legal Services and Single Room Occupancy,HRA,465,Anti-Eviction Legal Services and Single Room Occupancy,,"“Anti-Eviction Legal Services and Single Room Occupancy” — a Legal Services discretionary initiative administered by HRA. FY2015 adopted: $5,000,000.",5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal Services,Brooklyn Public Library Fiscal 2016 Subsidy,Unspecified agency,466,Brooklyn Public Library Fiscal 2016 Subsidy,,"“Brooklyn Public Library Fiscal 2016 Subsidy” — a Legal Services discretionary initiative administered by Unspecified agency. FY2016 adopted: $5,880,000.",0,0,5880000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal Services,Citywide Civil Legal Services,HRA,467,Citywide Civil Legal Services,,"“Citywide Civil Legal Services” — a Legal Services discretionary initiative administered by HRA. FY2015 adopted: $3,750,000.",3750000,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal Services,Family Advocacy and Guardianship Support,DYCD,468,Family Advocacy and Guardianship Support,,"“Family Advocacy and Guardianship Support” — a Legal Services discretionary initiative administered by DYCD. FY2025 adopted: $3,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,0,3000000,0,3000000,0,0,0,0,0
Legal Services,Fiscal 2019 Subsidy,QBPL,469,Fiscal 2019 Subsidy,,"“Fiscal 2019 Subsidy” — a Legal Services discretionary initiative administered by QBPL. FY2019 adopted: $8,000,000.",0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal Services,Fiscal 2020 Subsidy,QBPL,470,Fiscal 2020 Subsidy,,"“Fiscal 2020 Subsidy” — a Legal Services discretionary initiative administered by QBPL. FY2020 adopted: $13,020,000.",0,0,0,0,0,0,0,0,0,0,13020000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal Services,Fiscal 2021 Subsidy,QBPL,471,Fiscal 2021 Subsidy,,"“Fiscal 2021 Subsidy” — a Legal Services discretionary initiative administered by QBPL. FY2021 adopted: $11,067,000.",0,0,0,0,0,0,0,0,0,0,0,0,11067000,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal Services,Fiscal 2022 Subsidy,QBPL,472,Fiscal 2022 Subsidy,,"“Fiscal 2022 Subsidy” — a Legal Services discretionary initiative administered by QBPL. FY2022 adopted: $13,020,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13020000,0,0,0,0,0,0,0,0,0,0,0
Legal Services,Legal Information and Support for Families,MOCJ,473,Legal Information and Support for Families,,"“Legal Information and Support for Families” — a Legal Services discretionary initiative administered by MOCJ. FY2025 adopted: $485,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485000,0,485000,0,485000,0,0,0,0,0
Legal Services,Legal Information for Families (LIFT),MOCJ,474,Legal Information for Families (LIFT),,"“Legal Information for Families (LIFT)” — a Legal Services discretionary initiative administered by MOCJ. FY2015 adopted: $485,000.",485000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal Services,Legal Services for Family Advocacy and Guardianship,Multiple agencies,475,Legal Services for Family Advocacy and Guardianship,,"“Legal Services for Family Advocacy and Guardianship” — a Legal Services discretionary initiative administered by Multiple agencies. FY2027 adopted: $3,485,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3485000,3485000
Legal Services,Legal Services for Family Advocacy and Guardianship Support (Formerly Family Advocacy and Guardianship Support and Legal Information and Support for Families),DYCD/MOCJ,476,Legal Services for Family Advocacy and Guardianship Support (Formerly Family Advocacy and Guardianship Support and Legal Information and Support for Families),,"“Legal Services for Family Advocacy and Guardianship Support (Formerly Family Advocacy and Guardianship Support and Legal Information and Support for Families)” — a Legal Services discretionary initiative administered by DYCD/MOCJ. FY2026 adopted: $3,485,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3485000,0,0,0
Legal Services,Legal Services for Low-Income New Yorkers,DSS/HRA,477,Legal Services for Low-Income New Yorkers,,"“Legal Services for Low-Income New Yorkers” — a Legal Services discretionary initiative administered by DSS/HRA. FY2025 adopted: $5,800,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5800000,5800000,5800000,5800000,5800000,0,0,0,0,0
Legal Services,Legal Services for Low-Income and Working-Class New Yorkers,DSS/HRA,478,Legal Services for Low-Income and Working-Class New Yorkers,,"“Legal Services for Low-Income and Working-Class New Yorkers” — a Legal Services discretionary initiative administered by DSS/HRA. FY2027 adopted: $9,255,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9255000,0,9255000,9255000
Legal Services,Legal Services for the Working Poor,DSS/HRA,479,Legal Services for the Working Poor,,"“Legal Services for the Working Poor” — a Legal Services discretionary initiative administered by DSS/HRA. FY2025 adopted: $3,455,000.",1525000,1525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3205000,3205000,3455000,3455000,3455000,3455000,0,0,0,0
Legal Services,Low Wage Worker Support,DSS/HRA,480,Low Wage Worker Support,,"“Low Wage Worker Support” — a Legal Services discretionary initiative administered by DSS/HRA. FY2027 adopted: $2,173,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,120000,2173000,2173000,2173000,2173000,2173000,2173000,2173000,2173000
Legal Services,Parks Equity Initiative,DPR,481,Parks Equity Initiative,,"“Parks Equity Initiative” — a Legal Services discretionary initiative administered by DPR. FY2018 adopted: $4,503,500.",0,0,0,0,2540000,0,4503500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal Services,Parks Maintenance,DPR,482,Parks Maintenance,,"“Parks Maintenance” — a Legal Services discretionary initiative administered by DPR. FY2018 adopted: $9,553,205.",0,0,0,0,9553205,0,9553205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal Services,Prisoners' Rights Project,DYCD,483,Prisoners' Rights Project,,"“Prisoners' Rights Project” — a Legal Services discretionary initiative administered by DYCD. FY2027 adopted: $1,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000,1000000,1000000,1000000,0,1000000,0,1000000,1000000
Legal Services,Public Library (Branches) Fiscal 2016 Subsidy,NY,484,Public Library (Branches) Fiscal 2016 Subsidy,,"“Public Library (Branches) Fiscal 2016 Subsidy” — a Legal Services discretionary initiative administered by NY. FY2016 adopted: $7,770,000.",0,0,7770000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
