Fund,Department,Control Officer,Department ID,Short Title,Link to Website,Department Description,Adopted 2015,Itemized 2015,Adopted 2016,Itemized 2016,Adopted 2017,Itemized 2017,Adopted 2018,Itemized 2018,Adopted 2019,Itemized 2019,Adopted 2020,Itemized 2020,Adopted 2021,Itemized 2021,Adopted 2022,Itemized 2022,Adopted 2023,Itemized 2023,Adopted 2024,Itemized 2024,Adopted 2025,Itemized 2025,Adopted 2026,Itemized 2026,Adopted 2027,Itemized 2027
Health Services,City Council Merit-Based Scholarships – Fashion Institute of Technology (FIT),CUNY,291,City Council Merit-Based Scholarships – Fashion Institute of Technology (FIT),,"“City Council Merit-Based Scholarships – Fashion Institute of Technology (FIT)” — a Health Services discretionary initiative administered by CUNY. FY2016 adopted: $375,000.",0,0,375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Health Services,Citywide Homeless Prevention Fund,DHS,292,Citywide Homeless Prevention Fund,,"“Citywide Homeless Prevention Fund” — a Health Services discretionary initiative administered by DHS. FY2018 adopted: $820,000.",0,0,0,0,0,0,820000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Health Services,Creative Arts Team,CUNY,293,Creative Arts Team,,"“Creative Arts Team” — a Health Services discretionary initiative administered by CUNY. FY2022 adopted: $400,000.",0,0,372000,0,0,0,0,0,400000,0,400000,0,340000,0,400000,0,0,0,0,0,0,0,0,0,0,0
Health Services,"DHMH, DSS/HRA, CUNY, H+H Ending the Epidemic",Unspecified agency,294,"DHMH, DSS/HRA, CUNY, H+H Ending the Epidemic",,"“DHMH, DSS/HRA, CUNY, H+H Ending the Epidemic” — a Health Services discretionary initiative administered by Unspecified agency. FY2025 adopted: $9,373,342.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373342,0,0,0,0,0
Health Services,"DOHMH, DSS/HRA, CUNY, H+H Ending the Epidemic",Unspecified agency,295,"DOHMH, DSS/HRA, CUNY, H+H Ending the Epidemic",,"“DOHMH, DSS/HRA, CUNY, H+H Ending the Epidemic” — a Health Services discretionary initiative administered by Unspecified agency. FY2024 adopted: $9,373,342.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373342,0,0,0,0,0,0,0
Health Services,Dominican Studies Institute,CUNY,296,Dominican Studies Institute,,"“Dominican Studies Institute” — a Health Services discretionary initiative administered by CUNY. FY2016 adopted: $970,000.",0,0,970000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Health Services,Ending the Epidemic,DOHMH,297,Ending the Epidemic,,"“Ending the Epidemic” — a Health Services discretionary initiative administered by DOHMH. FY2023 adopted: $9,553,030.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9553030,9098092,0,0,0,0,0,0,0,0
Health Services,HIV/AIDS Faith Based,DOHMH,298,HIV/AIDS Faith Based,,"“HIV/AIDS Faith Based” — a Health Services discretionary initiative administered by DOHMH. FY2024 adopted: $1,966,311.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2077320,0,1966311,1827147,0,0,0,0,0,0
Health Services,HIV/AIDS Faith and Community Based Initiative (formerly HIV/AIDS Faith Based Initiative),DHMH,299,HIV/AIDS Faith and Community Based Initiative (formerly HIV/AIDS Faith Based Initiative),,"“HIV/AIDS Faith and Community Based Initiative (formerly HIV/AIDS Faith Based Initiative)” — a Health Services discretionary initiative administered by DHMH. FY2025 adopted: $1,966,311.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966311,0,0,0,0,0
Health Services,HIV/AIDS Pathways to Care,Multiple agencies,300,HIV/AIDS Pathways to Care,,"“HIV/AIDS Pathways to Care” — a Health Services discretionary initiative administered by Multiple agencies. FY2027 adopted: $11,339,653.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11339653,0,11339653,10911934
Health Services,Healthy Beginnings,DHMH,301,Healthy Beginnings,,"“Healthy Beginnings” — a Health Services discretionary initiative administered by DHMH. FY2027 adopted: $4,593,244.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4393244,0,4593244,4118003
Health Services,Homeless Prevention Fund,HRA,302,Homeless Prevention Fund,,"“Homeless Prevention Fund” — a Health Services discretionary initiative administered by HRA. FY2017 adopted: $820,000.",0,0,0,0,820000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Health Services,Joseph S. Murphy Institute for Worker Education,CUNY,303,Joseph S. Murphy Institute for Worker Education,,"“Joseph S. Murphy Institute for Worker Education” — a Health Services discretionary initiative administered by CUNY. FY2020 adopted: $1,200,000.",0,0,0,0,0,0,0,0,1000000,0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Health Services,MCCAP Initiative,DHMH,304,MCCAP Initiative,,"“MCCAP Initiative” — a Health Services discretionary initiative administered by DHMH. FY2027 adopted: $2,014,114.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014114,1014114,2014114,1014114,2014114,2014114
Health Services,Managed Care Consumer Assistance Program,DOHMH,305,Managed Care Consumer Assistance Program,,"“Managed Care Consumer Assistance Program” — a Health Services discretionary initiative administered by DOHMH. FY2024 adopted: $953,787.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014114,1014114,953787,953787,0,0,0,0,0,0
Health Services,Maternal and Child Health Services,DHMH,306,Maternal and Child Health Services,,"“Maternal and Child Health Services” — a Health Services discretionary initiative administered by DHMH. FY2025 adopted: $3,728,525.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3728525,0,3728525,3728525,3728525,3728525,0,0,0,0
Health Services,Murphy Institute Center for Worker Education,CUNY,307,Murphy Institute Center for Worker Education,,"“Murphy Institute Center for Worker Education” — a Health Services discretionary initiative administered by CUNY. FY2016 adopted: $100,000.",0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Health Services,New York City Food Policy Center at Hunter College,CUNY,308,New York City Food Policy Center at Hunter College,,"“New York City Food Policy Center at Hunter College” — a Health Services discretionary initiative administered by CUNY. FY2016 adopted: $200,000.",0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Health Services,Peter F. Vallone Academic Scholarship,Multiple agencies,309,Peter F. Vallone Academic Scholarship,,"“Peter F. Vallone Academic Scholarship” — a Health Services discretionary initiative administered by Multiple agencies. FY2022 adopted: $16,411,869.",0,0,0,0,0,0,0,0,14924669,0,16825469,0,16285469,0,16411869,0,0,0,0,0,0,0,0,0,0,0
Health Services,Reproductive and Sexual Health Services,DHMH,310,Reproductive and Sexual Health Services,,"“Reproductive and Sexual Health Services” — a Health Services discretionary initiative administered by DHMH. FY2027 adopted: $654,423.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554423,554423,554423,554423,554423,554423,654423,654423,654423,654423
Health Services,"Spay/Neuter and Veterinary Care for Cats and Dogs (Formerly Trap, Neuter, and Release for Stray Animals)",DHMH,311,"Spay/Neuter and Veterinary Care for Cats and Dogs (Formerly Trap, Neuter, and Release for Stray Animals)",,"“Spay/Neuter and Veterinary Care for Cats and Dogs (Formerly Trap, Neuter, and Release for Stray Animals)” — a Health Services discretionary initiative administered by DHMH. FY2027 adopted: $500,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0
Health Services,Viral Hepatitis Prevention,DHMH,312,Viral Hepatitis Prevention,,"“Viral Hepatitis Prevention” — a Health Services discretionary initiative administered by DHMH. FY2027 adopted: $2,247,454.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2366107,2366107,2247454,1688726,2247454,2158190,2247454,2247454,2247454,2247454
Higher Education,1 HPD Community Housing Preservation Strategies,Unspecified agency,313,1 HPD Community Housing Preservation Strategies,,"“1 HPD Community Housing Preservation Strategies” — a Higher Education discretionary initiative administered by Unspecified agency. FY2018 adopted: $3,651,000.",0,0,0,0,0,0,3651000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education,"2 HPD, DCA Financial Empowerment for NYC Renters",Unspecified agency,314,"2 HPD, DCA Financial Empowerment for NYC Renters",,"“2 HPD, DCA Financial Empowerment for NYC Renters” — a Higher Education discretionary initiative administered by Unspecified agency. FY2018 adopted: $450,000.",0,0,0,0,0,0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education,3 HPD Foreclosure Buyback Initiative,Unspecified agency,315,3 HPD Foreclosure Buyback Initiative,,"“3 HPD Foreclosure Buyback Initiative” — a Higher Education discretionary initiative administered by Unspecified agency. FY2018 adopted: $1,000,000.",0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education,4 HPD Housing Information Project (SHIP),Unspecified agency,316,4 HPD Housing Information Project (SHIP),,"“4 HPD Housing Information Project (SHIP)” — a Higher Education discretionary initiative administered by Unspecified agency. FY2018 adopted: $300,000.",0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education,5 HPD HPD Alternative Enforcement Program (AEP),Unspecified agency,317,5 HPD HPD Alternative Enforcement Program (AEP),,"“5 HPD HPD Alternative Enforcement Program (AEP)” — a Higher Education discretionary initiative administered by Unspecified agency. FY2018 adopted: $750,000.",0,0,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education,"6 HPD,HRA Home Loan Program",Unspecified agency,318,"6 HPD,HRA Home Loan Program",,"“6 HPD,HRA Home Loan Program” — a Higher Education discretionary initiative administered by Unspecified agency. FY2018 adopted: $1,500,000.",0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education,7 HPD Mortgage Foreclosure Prevention Program,Unspecified agency,319,7 HPD Mortgage Foreclosure Prevention Program,,"“7 HPD Mortgage Foreclosure Prevention Program” — a Higher Education discretionary initiative administered by Unspecified agency. FY2018 adopted: $1,000,000.",0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education,8 HPD Stabilizing NYC,Unspecified agency,320,8 HPD Stabilizing NYC,,"“8 HPD Stabilizing NYC” — a Higher Education discretionary initiative administered by Unspecified agency. FY2018 adopted: $2,500,000.",0,0,0,0,0,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education,Anti-Eviction and Housing Court Resources,HPD/HRA,321,Anti-Eviction and Housing Court Resources,,"“Anti-Eviction and Housing Court Resources” — a Higher Education discretionary initiative administered by HPD/HRA. FY2017 adopted: $5,650,000.",0,0,0,0,5650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education,CUNY Childcare Expansion,CUNY,322,CUNY Childcare Expansion,,"“CUNY Childcare Expansion” — a Higher Education discretionary initiative administered by CUNY. FY2027 adopted: $600,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,0,600000,0,600000,0,600000,0,600000,600000
Higher Education,CUNY Diversity Incubator,CUNY,323,CUNY Diversity Incubator,,"“CUNY Diversity Incubator” — a Higher Education discretionary initiative administered by CUNY. FY2024 adopted: $500,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,500000,0,0,0,0,0,0,0
Higher Education,CUNY Public Service Training Corps,CUNY,324,CUNY Public Service Training Corps,,"“CUNY Public Service Training Corps” — a Higher Education discretionary initiative administered by CUNY. FY2027 adopted: $2,400,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400000,0,2400000,2400000
Higher Education,CUNY Research Institute,CUNY,325,CUNY Research Institute,,"“CUNY Research Institute” — a Higher Education discretionary initiative administered by CUNY. FY2026 adopted: $5,500,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000,0,5500000,0,0,0
Higher Education,CUNY Research Institutes,CUNY,326,CUNY Research Institutes,,"“CUNY Research Institutes” — a Higher Education discretionary initiative administered by CUNY. FY2027 adopted: $5,650,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000,0,4500000,4500000,0,0,0,0,5650000,0
Higher Education,CUNY School of Labor and Urban Studies (SLU),CUNY,327,CUNY School of Labor and Urban Studies (SLU),,"“CUNY School of Labor and Urban Studies (SLU)” — a Higher Education discretionary initiative administered by CUNY. FY2027 adopted: $1,200,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,1200000,0,1200000,0,1200000,0,1200000,1200000
Higher Education,CUNY Social Work Fellows,CUNY,328,CUNY Social Work Fellows,,"“CUNY Social Work Fellows” — a Higher Education discretionary initiative administered by CUNY. FY2026 adopted: $2,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,2000000,0,0,0
Higher Education,CUNY Social Worker Fellows,CUNY,329,CUNY Social Worker Fellows,,"“CUNY Social Worker Fellows” — a Higher Education discretionary initiative administered by CUNY. FY2027 adopted: $2,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,2000000
Higher Education,Care Workers for Our Future,CUNY,330,Care Workers for Our Future,,"“Care Workers for Our Future” — a Higher Education discretionary initiative administered by CUNY. FY2027 adopted: $400,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,0,400000,0,400000,0,400000,400000
Higher Education,Children and Families in NYC Homeless System,DHS,331,Children and Families in NYC Homeless System,,"“Children and Families in NYC Homeless System” — a Higher Education discretionary initiative administered by DHS. FY2022 adopted: $1,350,000.",0,0,1000000,0,0,0,0,0,1350000,0,1350000,1350000,1147500,1147500,1350000,0,0,0,0,0,0,0,0,0,0,0
Higher Education,Citywide Homeless Prevention Fund,HRA,332,Citywide Homeless Prevention Fund,,"“Citywide Homeless Prevention Fund” — a Higher Education discretionary initiative administered by HRA. FY2022 adopted: $820,000.",0,0,820000,0,0,0,0,0,820000,0,820000,0,697000,697000,820000,0,0,0,0,0,0,0,0,0,0,0
Higher Education,Community Housing Preservation Strategies,HPD,333,Community Housing Preservation Strategies,,"“Community Housing Preservation Strategies” — a Higher Education discretionary initiative administered by HPD. FY2017 adopted: $3,651,000.",0,0,0,0,3651000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education,Confronting Religious and Ethnic Discrimination,CUNY,334,Confronting Religious and Ethnic Discrimination,,"“Confronting Religious and Ethnic Discrimination” — a Higher Education discretionary initiative administered by CUNY. FY2025 adopted: $500,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0
Higher Education,Confronting Religious and Ethnic Discrimination at CUNY,CUNY,335,Confronting Religious and Ethnic Discrimination at CUNY,,"“Confronting Religious and Ethnic Discrimination at CUNY” — a Higher Education discretionary initiative administered by CUNY. FY2027 adopted: $500,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,500000,500000
Higher Education,Creative Arts Team,CUNY,336,Creative Arts Team,,"“Creative Arts Team” — a Higher Education discretionary initiative administered by CUNY. FY2027 adopted: $400,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,0,400000,0,400000,0,400000,0,400000,400000
Higher Education,Financial Empowerment for NYC Renters,HPD/DCA,337,Financial Empowerment for NYC Renters,,"“Financial Empowerment for NYC Renters” — a Higher Education discretionary initiative administered by HPD/DCA. FY2017 adopted: $450,000.",0,0,0,0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education,Foreclosure Buyback Initiative,HPD,338,Foreclosure Buyback Initiative,,"“Foreclosure Buyback Initiative” — a Higher Education discretionary initiative administered by HPD. FY2017 adopted: $1,000,000.",0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education,HPD Alternative Enforcement Program (AEP),HPD,339,HPD Alternative Enforcement Program (AEP),,"“HPD Alternative Enforcement Program (AEP)” — a Higher Education discretionary initiative administered by HPD. FY2017 adopted: $750,000.",0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education,HPD Home Loan Program – Project Help,HPD,340,HPD Home Loan Program – Project Help,,"“HPD Home Loan Program – Project Help” — a Higher Education discretionary initiative administered by HPD. FY2017 adopted: $1,500,000.",0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education,Housing Information Project,HPD,341,Housing Information Project,,"“Housing Information Project” — a Higher Education discretionary initiative administered by HPD. FY2017 adopted: $300,000.",0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education,Mortgage Foreclosure Prevention Program,HPD,342,Mortgage Foreclosure Prevention Program,,"“Mortgage Foreclosure Prevention Program” — a Higher Education discretionary initiative administered by HPD. FY2017 adopted: $1,000,000.",0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education,Peter F. Vallone Academic Scholarship,Multiple agencies,343,Peter F. Vallone Academic Scholarship,,"“Peter F. Vallone Academic Scholarship” — a Higher Education discretionary initiative administered by Multiple agencies. FY2027 adopted: $16,411,869.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16411869,0,16411869,0,16411869,0,16411869,0,16411869,16411869
Higher Education,Stabilizing NYC,HPD,344,Stabilizing NYC,,"“Stabilizing NYC” — a Higher Education discretionary initiative administered by HPD. FY2017 adopted: $2,000,000.",0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,1 HPD Community Housing Preservation Strategies,Unspecified agency,345,1 HPD Community Housing Preservation Strategies,,"“1 HPD Community Housing Preservation Strategies” — a Homeless Services discretionary initiative administered by Unspecified agency. FY2022 adopted: $3,651,000.",0,0,0,0,0,0,0,0,3651000,0,3651000,0,3103350,0,3651000,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,2 HPD Community Land Trust,Unspecified agency,346,2 HPD Community Land Trust,,"“2 HPD Community Land Trust” — a Homeless Services discretionary initiative administered by Unspecified agency. FY2022 adopted: $1,500,000.",0,0,0,0,0,0,0,0,0,0,750000,0,637500,0,1500000,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,"2 HPD, DCA Financial Empowerment for NYC Renters",Unspecified agency,347,"2 HPD, DCA Financial Empowerment for NYC Renters",,"“2 HPD, DCA Financial Empowerment for NYC Renters” — a Homeless Services discretionary initiative administered by Unspecified agency. FY2019 adopted: $450,000.",0,0,0,0,0,0,0,0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,3 HPD Foreclosure Buyback Initiative,Unspecified agency,348,3 HPD Foreclosure Buyback Initiative,,"“3 HPD Foreclosure Buyback Initiative” — a Homeless Services discretionary initiative administered by Unspecified agency. FY2019 adopted: $1,250,000.",0,0,0,0,0,0,0,0,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
