item_number,agency_name,agency_code,units_of_appropriation,num_units,report_deadlines,coverage_period,condition_text
51,Health and Hospitals Corporation,819,001,1,"January 31, 2023",,"As a condition of the funds in unit of appropriation number 001, the Health and Hospitals Corporation (“H+H”) shall submit to the Council , no later than January 31, 2023, a report on budgeted and actual headcount for H+H's correctional health staff by title."
52,Health and Hospitals Corporation,819,001,1,"December 31, 2022; February 15, 2023; January 1, 2022","January 1, 2022 to on December 31","As a condition of the funds in unit of appropriation number 001, the Health and Hospitals Corporation (“H+H”) shall submit to the Council, no later than February 15, 2023, a report on the hospital utilization rate of beds and the average length of stay, in total and disaggregated by hospital. Such report shall cover the period beginning January 1, 2022 and ending on December 31, 2022."
53,Health and Hospitals Corporation,819,001,1,"June 30, 2023; September 30, 2022",,"As a condition of the funds in unit of appropriation number 001, the Health and Hospitals Corporation (“H+H”) shall submit to the Council quarterly reports identifying H+H's actual full- time headcount, disaggregated by job title grouping. Reports must also include variance reports against the end of June of the previous fiscal year. These quarterly reports shall be submitted no later than thirty days after the end of the previous quarter, with the first quarter ending September 30, 2022, and the last quarter ending June 30, 2023."
54,Health and Hospitals Corporation,819,001,1,"August 1, 2023",,"As a condition of the funds in unit of appropriation number 001, the Health and Hospitals Corporation (“H+H”) shall report on its website a list of H+H pediatric emergency rooms including locations and available services. Such report shall be on the H+H website by August 1, 2023."
55,Health and Hospitals Corporation,819,001; 103; 113,3,"June 30, 2023",,"As a condition of the funds in unit of appropriation number 001 in the Health and Hospitals Corporation’s (H+H) budget and unit of appropriation numbers 103 and 113 in the Department of Health and Mental Hyg iene’s (“DOHMH”) budget, H+H and DOHMH shall submit to the Council, no later than June 30, 2023, a report on City Health Department programs providing resources related to doulas and midwives, disaggregated by borough and aggregated citywide."
56,Human Resources Administration,069,103; 107; 201; 203; 207,5,,,"As a condition of the funds in unit of appropriation numbers 103, 107, 201, 203 and 207, the Office of Civil Justice (OCJ) and Human Resources Administration shall submit to the Council a report that reflects OCJ's funding in its entirety including the total budget of OCJ and its relevant budget codes, the total budget broken out by program area and the budget code for each, and the total headcount for OCJ and the respective budget codes. Such report shall be submitted within ten days of the release of each financial plan."
57,Mayoralty,002,050; 051,2,"March 15, 2023; September 15, 2022",,"As a condition of the funds in unit of appropriation numbers 050 and 051, the Criminal Justice Coordinator (“CJC”) shall submit to the Council semi-annual reports detailing the total budget and headcount with the total number of staff associated with the Office of Special Enforcement (“OSE”), disaggregated by title and agency. In addition, the reports shall include the other than personal services budget for the OSE. The first report shall be submitted no later than September 15, 2022, and the second report shall be submitted no later than March 15, 2023."
58,New York Police Department,056,001; 100,2,"January 30, 2023; September 30, 2022",,"As a condition of the funds in unit of appropriation numbers 001 and 100, the New York Police Department (“NYPD”) shall consult with the Department of Education (“DOE”) and Department of Transportation (“DOT”) and submit two reports regarding school crossing guard intersect ion locations. The first report shall be submitted no later than September 30, 2022 and shall be based on deployments as of the second week of September 2021. The second report shall be submitted no later than January 30, 2023 and shall be based on deployments as of the second week of January 2023. The reports shall include: 1) the criteria utilized to determine school crossing guard intersections and crossing guard allocations; 2) each location; 3) detail any changes to the school crossing guard training m anual and patrol guide sections related to crossing guard deployment; and 4) detail, for both crossing guards and crossing guard supervisors, i) the budgeted headcount, ii) actual headcount, and iii) vacancies, disaggregated by patrol borough and precinct and provided in a machine-readable format."
59,New York Police Department,056,001; 002; 003; 004; 006; 007; 008; 009,8,"October 15, 2022",,"As a condition of the funds in unit of appropriation numbers 001, 002, 003, 004,006, 007, 008, and 009, the New York Police Department (“NYPD”) shall submit to the Council, no later than October 15, 2022, a report detailing the demographics of uniformed personnel, including gender, race, and ethnicity. Such information shall be disaggregated by rank, gender, race, and ethnicity."
60,New York Police Department,056,001; 002; 003; 004; 006; 007; 008; 009,8,"April 1, 2023; December 15, 2022; December 31, 2022; January 1, 2023; July 1, 2022; June 15, 2023; June 30, 2023; March 15, 2023; March 31, 2023; October 1, 2022; September 15, 2023; September 30, 2022","July 1, 2022 to September 30","As a condition of the funds in unit of appropriation numbers 001, 002, 003, 004, 006, 007, 008, and 009, the New York Police Department (“NYPD”) shall submit quarterly reports to the Council regarding uniformed overtime. Such reports shall include the following information: 1) the total overall uniformed overtime spending by precinct; and 2) uniformed overtime spending by category by Patrol Borough. Such quarterly reports shall be submitted as follows: (i) for the period beginning July 1, 2022 and ending September 30, 2022, the report shall be submitted by December 15, 2022; (ii) for the period beginning October 1, 2022 and ending December 31, 2022, the report shall be submitted by March 15, 2023; (iii) for the period beginning January 1, 2023 and ending March 31, 2023, the report shall be submitted by June 15, 2023; and (iv) for the period beginning April 1, 2023 and ending June 30, 2023, the report shall be submitted by September 15, 2023."
