fiscal_year,category,initiative,award_type,member,organization,program,ein,amount,agency,purpose,confidence,name_source,absorbed_from_file,absorbed_from_line,absorbed_from_ein,disclosure_confirmed
2018,Mental Health Services,,initiative_provider,,Job Path Inc.,,134038495,87250,DHMH,This allocation supports wraparound services for autistic children in after-school and summer programs and during school closings. The programs may also provide forums or training seminars to teach coping skills to families and caregivers affected by autism.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,268,133622107,yes
2018,Health Services,Maternal and Child Health Services,initiative_provider,Citywide,"Joseph P. Addabbo Family Health Center, Inc.",,061181226,92631,DHMH,"This funding supports a range of maternal and child health services and coordination efforts that aid expectant mothers and women of childbearing age, promoting women’s health before, during, and after pregnancy in an effort to improve maternal and child health outcomes and reduce infant mortality rates. Services may include doula care or home-visiting programs.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,123,131624096,yes
2018,,,,Cabrera,"Kittay House, Jewish Home Lifecare (D/B/A The New Jewish Home, Kittay Apartments)",,132619576,35000,DFTA,"Funding to support recreation, transportation and outings for tenants in Bronx JHL facilities, including  Kittay House residential elder care facility, as well as the University Avenue Assisted Living Program and  two HUD 202 buildings on our Bronx Campus",high,council_disclosure,data/fy18/schedule_c/fy18_appendix_a_aging.csv,232,133959398,yes
2018,Health Services,Viral Hepatitis Prevention,initiative_provider,Citywide,"Korean Community Services of Metropolitan New York, Inc.",,237348989,40410,DHMH,"This funding supports a range of programs and services intended to combat the spread of Hepatitis B/C and HIV as passed through intravenous drug use. In addition to Hepatitis B/C testing, services may include addiction treatment, care coordination, overdose prevention, mental health assessments, and sterile syringe access.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,144,133678499,yes
2018,Cultural Organizations,Coalition of Theaters of Color,initiative_provider,,"LaMicro Theater, Inc.",,770608611,14600,DCLA,To support the operations and programming of theaters and cultural organizationsprimarily in communities of color.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,42,113344389,yes
2018,Children’s Services,Discretionary Child Care,initiative_provider,,"Leake and Watts Services, Inc.",,131860451,273875,ACS,This allocation support child care programs and adds additional child care slots to certain programs.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,6,132686694,yes
2018,Public Safety,Crisis Management System – School Based Conflict Mediation,initiative_provider,,"Life Camp, Inc.",,200814999,80000,DOE,,medium,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,369,111729398,yes
2018,Mental Health Services,,initiative_provider,,"Lifespire, Inc.",,132526022,140548,DHMH,This allocation supports wraparound services for autistic children in after-school and summer programs and during school closings. The programs may also provide forums or training seminars to teach coping skills to families and caregivers affected by autism.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,268,133622107,yes
2018,Mental Health Services,,initiative_provider,,"Lincoln Center for the Performing Arts, Inc.",,131847137,55000,DCLA,This allocation supports wraparound services for autistic children in after-school and summer programs and during school closings. The programs may also provide forums or training seminars to teach coping skills to families and caregivers affected by autism.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,268,133622107,yes
2018,Health Services,Maternal and Child Health Services,initiative_provider,Citywide,Lower East Side Family Union,,237412423,61701,DHMH,"This funding supports a range of maternal and child health services and coordination efforts that aid expectant mothers and women of childbearing age, promoting women’s health before, during, and after pregnancy in an effort to improve maternal and child health outcomes and reduce infant mortality rates. Services may include doula care or home-visiting programs.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,123,131624096,yes
2018,Cultural Organizations,Coalition of Theaters of Color,initiative_provider,,Ma-Yi Filipino Theatre Ensemble,,133607832,29800,DCLA,To support the operations and programming of theaters and cultural organizationsprimarily in communities of color.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,43,133486145,yes
2018,Housing,Stabilizing NYC,initiative_provider,Citywide,"Mary Mitchell Family and Youth Center, Inc.",,133385032,124300,HPD,"This initiative supports a coalition of 17 not-for-profit groups that seek to combat the loss of affordable housing at the hands of predatory equity companies, and to defend low-income tenants in predatory equity building from harassment and eviction. Stabilizing NYC combines legal and organizing resources into a citywide front against predatory equity, helping tenants hold their predatory equity landlords accountable for lack of repairs, bogus eviction cases, and affirmative harassment.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,232,132806160,yes
2018,Cultural Organizations,Coalition of Theaters of Color,initiative_provider,,"Mindbuilders Creative Arts, Inc.",,132988157,29800,DCLA,To support the operations and programming of theaters and cultural organizationsprimarily in communities of color.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,43,133486145,yes
2018,Health Services,Viral Hepatitis Prevention,initiative_provider,Citywide,Montefiore Medical Center,,131740114,53880,DHMH,"This funding supports a range of programs and services intended to combat the spread of Hepatitis B/C and HIV as passed through intravenous drug use. In addition to Hepatitis B/C testing, services may include addiction treatment, care coordination, overdose prevention, mental health assessments, and sterile syringe access.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,144,133678499,yes
2018,Mental Health Services,,initiative_provider,,Montefiore Medical Center,,131740114,70429,DHMH,"This initiative supports a range of programs and services that address the needs of individuals with chemical dependencies, developmental disabilities, and/or serious mental illnesses, as well as the needs of their families and caregivers. The funding may support medically supervised outpatient programs, transition management programs, Article 16 clinics, psychological clubs, recreation programs, or other behavioral health services.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,311,135596746,yes
2018,Mental Health Services,Children Under Five,initiative_provider,,Montefiore Medical Center,,131740114,425077,DHMH,"This allocation funds community-based outpatient mental health clinics throughout the City that provide mental health treatment to children aged five years and younger. Mental health treatment activities may include, but are not limited to, screening and clinical evaluation; individual, small group, and child-parent psychotherapy; consultation to pediatricians, preschool teachers, and child welfare workers; and trauma-informed interventions.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,286,132946970,yes
2018,Criminal Justice Services,Alternatives to Incarceration (ATI’s),initiative_provider,,"National Association on Drug Abuse Problems, Inc.",,132814327,50000,,,low,absorbed_text,data/fy18/schedule_c/fy18_schedule_c_awards.csv,18,271041447,no
2018,Cultural Organizations,Coalition of Theaters of Color,initiative_provider,,"National Black Theatre Workshop, Inc.",,132632596,123200,DCLA,To support the operations and programming of theaters and cultural organizationsprimarily in communities of color.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,44,136216904,yes
2018,Housing,Community Housing Preservation Strategies,initiative_provider,,"Neighborhood Housing Services of Jamaica, Inc.",,237398279,29730,HPD,"The Community Consultant Contract (CCC) initiative provides funding for the front-line anti-eviction/anti-displacement services that community groups provide. When a community resident is at risk of eviction, or when a constituent needs assistance with a housing case, they call the CCC-funded specialist at their local community group. These specialists are knowledgeable about a full range of available resources and use all applicable tools to keep New York City residents in housing they can afford. This initiative allows neighborhood-based groups to provide the following core housing services: tenant organization; code enforcement advocacy; housing court assistance; apartment repossession; and other housing-related public education.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,189,133110811,yes
2018,Housing,Community Housing Preservation Strategies,initiative_provider,CD28,"Neighborhood Housing Services of Jamaica, Inc.",,237398279,51000,HPD,"The Housing Preservation Initiative (HPI) provides funding for neighborhood-based groups to design and implement a grassroots, neighborhood-based approach to stop the loss of affordable housing. HPI seeks to protect affordable housing and promote neighborhood stabilization in needy districts. HPI funding helps local organizations work with local residents and institutions to protect affordable housing and promote neighborhood stabilization.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,189,133110811,yes
2018,Housing,Community Housing Preservation Strategies,initiative_provider,Miller,"Neighborhood Housing Services of Jamaica, Inc.",,237398279,71000,HPD,"The Housing Preservation Initiative (HPI) provides funding for neighborhood-based groups to design and implement a grassroots, neighborhood-based approach to stop the loss of affordable housing. HPI seeks to protect affordable housing and promote neighborhood stabilization in needy districts. HPI funding helps local organizations work with local residents and institutions to protect affordable housing and promote neighborhood stabilization.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,189,133110811,yes
2018,Public Safety,Crisis Management System – School Based Conflict Mediation,initiative_provider,,"New York Center for Interpersonal Development, Inc.",,237085239,80000,,,low,absorbed_text,data/fy18/schedule_c/fy18_schedule_c_awards.csv,370,800612019,no
2018,Criminal Justice Services,Initiative to Combat Sexual Assault,initiative_provider,Citywide,New York City Alliance Against Sexual Assault,,311702032,150000,MOCJ,"Funding supports community-based organizations that provide services to victims of physical and sexual assault including crisis intervention, legal advocacy, individual and group traumafocused therapy, short-term counseling, forensic training to medical personnel and referrals. In addition, this allocation partially supports operating costs for four Child Advocacy Centers (CACs) that are located in Brooklyn, Queens, Staten Island and the Bronx.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,27,132946970,yes
2018,Mental Health Services,,initiative_provider,,"New York Families for Autistic Children, Inc.",,113442879,219665,DHMH,This allocation supports wraparound services for autistic children in after-school and summer programs and during school closings. The programs may also provide forums or training seminars to teach coping skills to families and caregivers affected by autism.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,271,135562308,yes
2018,Small Business Services and Workforce Development,MWBE Leadership Associations,initiative_provider,Citywide,"New York Women's Chamber of Commerce, Inc.",,141845651,78940,SBS,"This funding will provide for a range of services that will help increase the capacity of MWBEs across the City. Services will include guidance on government contracting for potential or City-certified MWBEs, assistance in connecting MWBEs to potential customers, aid in the development of bids and proposals, assistance in securing project financing and bonding, and the promotion and marketing of the City’s MWBE program.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,441,112436149,yes
2018,Cultural Organizations,Coalition of Theaters of Color,initiative_provider,,"Nia Theatrical Production Company, Inc.",,113427470,14600,DCLA,To support the operations and programming of theaters and cultural organizationsprimarily in communities of color.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,47,132894709,yes
2018,,,,Vallone,"North Flushing Senior Center, Inc.",,112741128,8500,DFTA,Funding to support general operational expenses related to running senior center and provision of programming and activities.,high,council_disclosure,data/fy18/schedule_c/fy18_appendix_a_aging.csv,283,134131325,yes
2018,Public Safety,Crisis Management System – Mental Health/Therapeutic Services,initiative_provider,,"Not Another Child, Inc.",,260894097,35000,MOCJ,"This allocation funds the Crisis Management System, which uses a public health approach to prevent and respond to gun violence. The Cure Violence programs funded take a public health approach to violence prevention that understands violence as a learned behavior that can be prevented using disease control methods. The Crisis Management System uses an emergency management model which supports programs intended to prevent gun violence and restores damage done to communities by gun violence and funds programs that respond to gun violence. These neighborhood networks offer legal services, hospital response programs, youth employment opportunities, school based conflict mediation, community therapeutic services, job training programs and evaluation work.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,362,112665181,yes
2018,Cultural Organizations,Coalition of Theaters of Color,initiative_provider,,"People's Theatre Project, Inc.",,264705999,29800,DCLA,To support the operations and programming of theaters and cultural organizationsprimarily in communities of color.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,48,133929841,yes
2018,Cultural Organizations,Coalition of Theaters of Color,initiative_provider,,"Point Community Development Corporation, The",,133765140,29800,DCLA,To support the operations and programming of theaters and cultural organizationsprimarily in communities of color.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,48,133929841,yes
2018,Mental Health Services,,initiative_provider,,"QSAC, Inc.",,112482974,189970,DHMH,This allocation supports wraparound services for autistic children in after-school and summer programs and during school closings. The programs may also provide forums or training seminars to teach coping skills to families and caregivers affected by autism.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,276,135600422,yes
2018,Health Services,Viral Hepatitis Prevention,initiative_provider,,"Queens Comprehensive Perinatal Council, Inc.",,112870422,35484,DOHMH,"This funding supports a range of maternal and child health services and coordination efforts that aid expectant mothers and women of childbearing age, promoting women’s health before, during, and after pregnancy in an effort to improve maternal and child health outcomes and reduce infant mortality rates. Services may include doula care or home-visiting programs.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,126,743177454,yes
2018,,,,Vallone,"Queens Interagency Council on the Aging, Inc.",,112744700,11500,DFTA,Funding to support operating expenses of programs which benefit Queens seniors.,high,council_disclosure,data/fy18/schedule_c/fy18_appendix_a_aging.csv,300,237172152,yes
2018,,,,,"Queensboro Council for Social Welfare, Inc.",,111817497,5000,DFTA,,medium,council_disclosure,data/fy18/schedule_c/fy18_appendix_a_aging.csv,304,111752021,yes
2018,Health Services,Cancer Services,initiative_provider,,Ralph Lauren Center for Cancer Care and Prevention,,020597827,100000,DHMH,"This allocation supports various education and supportive services for breast, colon, and ovarian cancer.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,112,743177454,yes
2018,Mental Health Services,,initiative_provider,,Reach for the Stars Learning Center,,203042280,55000,DHMH,This allocation supports wraparound services for autistic children in after-school and summer programs and during school closings. The programs may also provide forums or training seminars to teach coping skills to families and caregivers affected by autism.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,277,112594790,yes
2018,,,,Crowley,"Ridgewood Older Adult Center and Services, Inc.",,050607283,25000,DFTA,"Funds are to support activities, programing, transportation, equipment amd supplies",high,council_disclosure,data/fy18/schedule_c/fy18_appendix_a_aging.csv,322,237357997,yes
2018,Cultural Organizations,Coalition of Theaters of Color,initiative_provider,,Rising Circle Theater Collective,,201407519,14600,DCLA,To support the operations and programming of theaters and cultural organizationsprimarily in communities of color.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,48,133929841,yes
2018,Immigrant Services,Immigrant Opportunities Initiative,initiative_provider,,"SBH Community Service Network, Inc.",,237406410,25000,,,medium,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,256,112728233,yes
2018,Mental Health Services,Geriatric Mental Health,initiative_provider,Citywide,"SBH Community Service Network, Inc.",,237406410,63000,DHMH,"This funding supports organizations that provide a range of mental health services to older adults in “non-clinical settings,” such as senior centers, drop-in centers, religious institutions, social clubs, homeless prevention programs, and individual homes.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,331,132947616,yes
2018,,,,Deutsch,Seabreeze Jewish Center,,112164803,3000,DFTA,"Funds for various needs of seniors, such as home visits, social and educational events for seniors.",high,council_disclosure,data/fy18/schedule_c/fy18_appendix_a_aging.csv,333,237444790,yes
2018,,,,Lander,"Senior Citizens League of Flatbush, Inc.",,112347331,5000,DFTA,To support education and wellness programs for seniors.,high,council_disclosure,data/fy18/schedule_c/fy18_appendix_a_aging.csv,344,132947616,yes
2018,Mental Health Services,,initiative_provider,,"Shield of David, Inc.",,131740041,113136,DHMH,This allocation supports wraparound services for autistic children in after-school and summer programs and during school closings. The programs may also provide forums or training seminars to teach coping skills to families and caregivers affected by autism.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,280,113070228,yes
2018,Mental Health Services,,initiative_provider,,"Sinergia, Inc.",,133183344,75000,,,low,absorbed_text,data/fy18/schedule_c/fy18_schedule_c_awards.csv,281,136216919,no
2018,Cultural Organizations,Coalition of Theaters of Color,initiative_provider,,"Society of the Educational Arts, Inc.",,113210593,113200,DCLA,To support the operations and programming of theaters and cultural organizationsprimarily in communities of color.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,50,133805585,yes
2018,Immigrant Services,Immigrant Opportunities Initiative,initiative_provider,Citywide,"Southside Community Mission, Inc.",,112306447,65000,DSS/HRA,"This initiative provides legal services for recent immigrants to assist with applications for citizenship or permanent residency, and various other immigrant related legal services.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,256,112728233,yes
2018,Mental Health Services,,initiative_provider,,St. Luke's Roosevelt Hospital Center,,132997301,41103,DHMH,"This initiative supports a range of programs and services that address the needs of individuals with chemical dependencies, developmental disabilities, and/or serious mental illnesses, as well as the needs of their families and caregivers. The funding may support medically supervised outpatient programs, transition management programs, Article 16 clinics, psychological clubs, recreation programs, or other behavioral health services.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,315,202508411,yes
2018,,,,Eugene,St. Mark's United Methodist Church,,111642727,16000,DFTA,"Funds will be used to maintain personnel, provide food, and to assist seniors in maximizing their full potential through educational and social activities.",high,council_disclosure,data/fy18/schedule_c/fy18_appendix_a_aging.csv,375,111646313,yes
2018,,,,Lancman,St. Nicholas of Tolentine,,111714878,5000,,,medium,council_disclosure,data/fy18/schedule_c/fy18_appendix_a_aging.csv,376,510192170,yes
2018,Mental Health Services,,initiative_provider,,"Staten Island Mental Health Society, Inc.",,135623279,107103,,,low,absorbed_text,data/fy18/schedule_c/fy18_schedule_c_awards.csv,315,202508411,no
2018,Children’s Services,Discretionary Child Care,initiative_provider,,"Staten Island Mental Health Society, Inc.",,135623279,325000,ACS,This allocation support child care programs and adds additional child care slots to certain programs.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,6,132686694,yes
2018,Health Services,Cancer Services,member_item,,Staten Island University Hospital,,112868878,50000,DHMH,"This allocation supports various education and supportive services for breast, colon, and ovarian cancer.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,114,264417161,yes
2018,,,,Rosenthal,"Strycker's Bay Neighborhood Council, Inc.",,131943516,5000,,,medium,council_disclosure,data/fy18/schedule_c/fy18_appendix_a_aging.csv,388,510189327,yes
2018,Housing,Community Housing Preservation Strategies,initiative_provider,,"Strycker's Bay Neighborhood Council, Inc.",,131943516,29730,HPD,"The Community Consultant Contract (CCC) initiative provides funding for the front-line anti-eviction/anti-displacement services that community groups provide. When a community resident is at risk of eviction, or when a constituent needs assistance with a housing case, they call the CCC-funded specialist at their local community group. These specialists are knowledgeable about a full range of available resources and use all applicable tools to keep New York City residents in housing they can afford. This initiative allows neighborhood-based groups to provide the following core housing services: tenant organization; code enforcement advocacy; housing court assistance; apartment repossession; and other housing-related public education.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,204,133442022,yes
2018,Youth Services,COMPASS,initiative_provider,,"Strycker's Bay Neighborhood Council, Inc.",,131943516,134400,DYCD,This allocation supports programming for children in grades K-5 under the Comprehensive Afterschool System of New York City (COMPASS NYC).,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,464,112799128,yes
2018,,,,Espinal,"Sumner Houses Tenants Association, Inc.",,112733344,5000,DFTA,Funding will support senior programming and meals,high,council_disclosure,data/fy18/schedule_c/fy18_appendix_a_aging.csv,388,510189327,yes
2018,Cultural Organizations,Coalition of Theaters of Color,initiative_provider,,"Take Wing and Soar Productions, Inc.",,141885605,14600,DCLA,To support the operations and programming of various theaters and cultural organizations primarily in communities of color.,medium,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,50,133805585,yes
2018,Housing,Community Housing Preservation Strategies,initiative_provider,,"United Jewish Council of the East Side, Inc.",,132735378,29730,HPD,"The Community Consultant Contract (CCC) initiative provides funding for the front-line anti-eviction/anti-displacement services that community groups provide. When a community resident is at risk of eviction, or when a constituent needs assistance with a housing case, they call the CCC-funded specialist at their local community group. These specialists are knowledgeable about a full range of available resources and use all applicable tools to keep New York City residents in housing they can afford. This initiative allows neighborhood-based groups to provide the following core housing services: tenant organization; code enforcement advocacy; housing court assistance; apartment repossession; and other housing-related public education.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,204,133442022,yes
2018,Criminal Justice Services,Alternatives to Incarceration (ATI’s),initiative_provider,,"Urban Youth Alliance International, Inc.",,132969182,132000,MOCJ,"Funding of $5.6 million will support alternative-to-Incarceration (ATI) programs that provide individuals involved in the criminal justice system with intermediate sanctions, such as community service and substance abuse counseling as an alternative to pre-trial detention, sentence to jail or prison. In addition, this initiative supports other services for current and formerly incarcerated individuals including short-term and long-term housing, job placement and vocational training. In addition, $400,000 will provide individuals involved in the criminal justice system with a pathway to Higher Educational opportunities. Additionally, $375,000 will provide pretrial community based supervision for individuals as an alternative to pretrial detention.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,23,135596836,yes
2018,Public Safety,Crisis Management System – Mental Health/Therapeutic Services,initiative_provider,,"Urban Youth Alliance International, Inc.",,132969182,140000,MOCJ,"This allocation funds the Crisis Management System, which uses a public health approach to prevent and respond to gun violence. The Cure Violence programs funded take a public health approach to violence prevention that understands violence as a learned behavior that can be prevented using disease control methods. The Crisis Management System uses an emergency management model which supports programs intended to prevent gun violence and restores damage done to communities by gun violence and funds programs that respond to gun violence. These neighborhood networks offer legal services, hospital response programs, youth employment opportunities, school based conflict mediation, community therapeutic services, job training programs and evaluation work.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,359,132612524,yes
2018,Public Safety,Crisis Management System – School Based Conflict Mediation,initiative_provider,,"Urban Youth Alliance International, Inc.",,132969182,160000,,,low,absorbed_text,data/fy18/schedule_c/fy18_schedule_c_awards.csv,366,451964622,no
2018,,,,Cornegy,VISIONS/Services for the Blind and Visually Impaired,,131624210,6000,DFTA,Funding is for VISIONS services to provide visual aids to support older adults who are blind or severely visually impaired.,high,council_disclosure,data/fy18/schedule_c/fy18_appendix_a_aging.csv,396,131624210,yes
2018,Health Services,Viral Hepatitis Prevention,initiative_provider,Citywide,"Voices of Community Activists & Leaders (VOCAL-NY), Inc.",,134094385,13500,DHMH,"This funding supports a range of programs and services intended to combat the spread of Hepatitis B/C and HIV as passed through intravenous drug use. In addition to Hepatitis B/C testing, services may include addiction treatment, care coordination, overdose prevention, mental health assessments, and sterile syringe access.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,151,208672015,yes
2018,Housing,Community Housing Preservation Strategies,initiative_provider,,"West Bronx Housing and Neighborhood Resource Center, Inc.",,132941841,29730,HPD,"The Community Consultant Contract (CCC) initiative provides funding for the front-line anti-eviction/anti-displacement services that community groups provide. When a community resident is at risk of eviction, or when a constituent needs assistance with a housing case, they call the CCC-funded specialist at their local community group. These specialists are knowledgeable about a full range of available resources and use all applicable tools to keep New York City residents in housing they can afford. This initiative allows neighborhood-based groups to provide the following core housing services: tenant organization; code enforcement advocacy; housing court assistance; apartment repossession; and other housing-related public education.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,209,237169558,yes
2018,Housing,Community Housing Preservation Strategies,initiative_provider,,"West Bronx Housing and Neighborhood Resource Center, Inc.",,132941841,71000,HPD,"The Housing Preservation Initiative (HPI) provides funding for neighborhood-based groups to design and implement a grassroots, neighborhood-based approach to stop the loss of affordable housing. HPI seeks to protect affordable housing and promote neighborhood stabilization in needy districts. HPI funding helps local organizations work with local residents and institutions to protect affordable housing and promote neighborhood stabilization.",high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,209,237169558,yes
2018,Children’s Services,Discretionary Child Care,initiative_provider,,West Side Montessori School,,131992185,275000,ACS,This allocation support child care programs and adds additional child care slots to certain programs.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,6,132686694,yes
2018,Cultural Organizations,Coalition of Theaters of Color,initiative_provider,,"Yangtze Repertory Theatre of America, Inc.",,133698610,14600,DCLA,To support the operations and programming of theaters and cultural organizationsprimarily in communities of color.,high,council_disclosure,data/fy18/schedule_c/fy18_schedule_c_awards.csv,55,134158092,yes
2019,HEALTH SERVICES,Child Health and Wellness,initiative_provider,,"AID for AIDS International, Inc.",,133954568,50000,DHMH,"This funding supports prevention, education, outreach, and support services that align with the Ending the Epidemic (ETE) framework, and connects clients to healthcare and medication, including Pre-Exposure Prophylaxis (PrEP) and Post-Exposure Prophylaxis (PEP).",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,240,112837894,yes
2019,IMMIGRANT SERVICES,Immigrant Health Initiative,initiative_provider,,Ackerman Institute for the Family,,131923959,65000,DHMH,"This funding supports programs that decrease health disparities among foreignborn New Yorkers by: improving access to health care, addressing cultural and language barriers, and targeting resources and interventions. The initiative will also support mental health services for vulnerable immigrants.",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,451,133749744,yes
2019,PUBLIC SAFETY,,initiative_provider,,"Afro-Latin Jazz Alliance of New York, Inc.",Brownsville Academy,453665976,18000,DCLA,"This allocation supports the use of art as a means to engage, organize, and mobilize communities in the public awareness and conflict mediation surrounding gun violence.",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,632,132709368,yes
2019,HOUSING,Community Housing Preservation Strategies,initiative_provider,,"Brighton Neighborhood Association, Inc.",,112435523,29729,HPD,"The Community Consultant Contract (CCC) initiative provides funding for the front-line anti-eviction/anti-displacement services that community groups provide. When a community resident is at risk of eviction, or when a constituent needs assistance with a housing case, they call the CCC-funded specialist at their local community group. These specialists are knowledgeable about a full range of available resources and use all applicable tools to keep New York City residents in housing they can afford. This initiative allows neighborhood-based groups to provide the following core housing services: tenant organization; code enforcement advocacy; housing court assistance; apartment repossession; and other housing-related public education.",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,370,471006046,yes
2019,SMALL BUSINESS SERVICES AND WORKFORCE DEVELOPMENT,Chamber on the Go and Small Business Assistance,initiative_provider,,"Caribbean American Chamber of Commerce and Industry, Inc.",,112903423,88500,SBS,"This initiative will provide assistance to entrepreneurs and small businesses. Funding will support outreach efforts aimed at increasing businesses’ access to a variety of services including: pro-bono legal assistance, technical and financing assistance, business counseling, financial literacy, referrals to other governmental resources and support, and assistance with affordable healthcare enrollment opportunities.",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,699,133591350,yes
2019,PUBLIC SAFETY,,initiative_provider,,"Central Brooklyn Jazz Consortium, Inc.",Public School 284K,113549224,18000,DCLA,"This allocation supports the use of art as a means to engage, organize, and mobilize communities in the public awareness and conflict mediation surrounding gun violence.",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,632,132709368,yes
2019,HOUSING,Community Housing Preservation Strategies,initiative_provider,,"Community League of the Heights, Inc.",,132564241,29729,HPD,"The Community Consultant Contract (CCC) initiative provides funding for the front-line anti-eviction/anti-displacement services that community groups provide. When a community resident is at risk of eviction, or when a constituent needs assistance with a housing case, they call the CCC-funded specialist at their local community group. These specialists are knowledgeable about a full range of available resources and use all applicable tools to keep New York City residents in housing they can afford. This initiative allows neighborhood-based groups to provide the following core housing services: tenant organization; code enforcement advocacy; housing court assistance; apartment repossession; and other housing-related public education.",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,376,141719016,yes
2019,HEALTH SERVICES,Child Health and Wellness,initiative_provider,,"Community Research Initiative on AIDS, Inc.",,133632234,228630,DHMH,"This funding supports prevention, education, outreach, and support services that align with the Ending the Epidemic (ETE) framework, and connects clients to healthcare and medication, including Pre-Exposure Prophylaxis (PrEP) and Post-Exposure Prophylaxis (PEP).",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,255,113122295,yes
2019,SENIOR SERVICES,Borough Presidents’ Discretionary Funding Restoration,initiative_provider,,"Community Service Center of Greater Williamsburg, Inc.",,455180976,25000,,,medium,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,649,112864728,yes
2019,EDUCATION,Support for Educators,initiative_provider,,Council of School Supervisors and Administrators,,112024569,450000,DOE,"This allocation to DOE supports the Teacher’s Choice program, which reimburses school staff for supplies. In addition, $450,000 is allocated to the Council of School Supervisors and Administrators to support the Executive Leadership Institute.",high,council_disclosure,data/fy19/schedule_c/fy19_schedule_c_awards.csv,198,136400434,yes
