member,organization,program,ein,amount,purpose
Riley,"Regional Aid for Interim Needs, Inc.",Eastchester Neighborhood Senior Center,136213586,30000,Funds to be used for the R.A.I.N Eastchester Neighborhood Senior Center.
Riley,"Regional Aid for Interim Needs, Inc.",Gunhill Neighborhood Senior Center,136213586,25000,Funds to be used to operate the R.A.I.N Gunhill Neighborhood Senior Center.
De La Rosa,"Regional Aid for Interim Needs, Inc.",Inwood Older Adult Center,136213586,15000,To support senior programming at RAIN Senior Center.
Velazquez,"Regional Aid for Interim Needs, Inc.",Middletown Senior Center,136213586,6000,To support the operating expenses of the R.A.I.N. Middletown Older Adult Center.
Feliz,"Regional Aid for Interim Needs, Inc.",Mt. Carmel Neighborhood Senior Center,136213586,30000,Funds will support R.A.I.N. programming at Mt. Carmel Neighborhood Senior Center.
Dinowitz,"Regional Aid for Interim Needs, Inc.",R.A.I.N. Nereid Older Adult Center,136213586,10000,Funding to support the operating expenses of the senior center programming and activities.
Stevens,"Regional Aid for Interim Needs, Inc.",R.A.I.N/ Findlay House Senior Program,136213586,10000,The funding will be used to provide supplemental social and recreational activities at the Findlay House Senior Center.
Carr,Richmond Medical Center,,743177454,9000,Funds to be used to facilitate senior programming and services.
Hanks,Richmond Senior Services,Senior Services,136217080,5000,Funding will provide fresh food delivery and supportive services to home-bound seniors in District 49.
Holden,"Ridgewood Older Adult Center and Services, Inc.",Senior Programming & Services,050607283,10000,This funding will support district based senior services.
Gutierrez,"Riseboro Community Partnership, Inc.",Borinquen Plaza Senior Center,112453853,9000,To support programming for seniors at Borinquen Plaza Senior Center.
Mealy,"Riseboro Community Partnership, Inc.",Breevort Senior Club,112453853,10000,"Funds will be used to enhance our educational and health promotion services, to organize trips and special events for seniors, and to cover general operational support for the program."
Gutierrez,"Riseboro Community Partnership, Inc.",Diana H. Jones Senior Center,112453853,5000,To support senior programming and trips at the Diana H. Jones Senior Center.
Nurse,"Riseboro Community Partnership, Inc.",Hope Gardens Senior Center,112453853,25000,Funds will be used for senior programming and general operational support for the Riseboro Hope Gardens Senior Center.
Nurse,"Riseboro Community Partnership, Inc.",Palmetto Gardens Senior Club,112453853,10000,"Funds will support senior programming, services, and operational support for the Palmetto Gardens Senior Club."
Nurse,"Riseboro Community Partnership, Inc.",Roundtable Senior Center,112453853,10000,"Funds will support senior programming, services, and operational support for the Roundtable Senior Center."
Mealy,"Riseboro Community Partnership, Inc.",Saratoga Square,112453853,28000,This funding will support district base Senior Service at Saratoga Square.
Nurse,"Riseboro Community Partnership, Inc.",Stanhope Senior Center,112453853,15000,Funds will be used for senior programming and general operational support for the Stanhope Senior Center. Appendix A: Aging Discretionary Page 21 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Osse,"Riseboro Community Partnership, Inc.",Stuyvesant Gardens Senior Club,112453853,5000,Funding for programming at Stuyvesant Gardens Senior Club.
Dinowitz,"Riverdale Senior Services, Inc.",Older Adults Take Charge of Wellness,237357997,25000,"Funding to support RSS' Take Charge of Wellness Program, which provides education and informative lectures on the promotion of health, nutrition literacy and counseling connecting the impact of dietary choices on health."
De La Rosa,"Riverstone Senior Life Services, Inc.",,133355074,10000,Funds will be used to support Riverstone's Memory Center programming and services.
Jordan,"Riverstone Senior Life Services, Inc.",,133355074,10000,Funding will support senior services and programming in Council District 9.
Abreu,"Riverstone Senior Life Services, Inc.",Riverstone Memory Center,133355074,10000,Funding to support Riverstone Memory Senior Center programming.
Adams,"Rochdale Village Social Services, Inc.",Senior Services,113397470,45000,Funds will support food and recreational programming at the Center.
Won,"Samaritan Daytop Village, Inc.",Woodside Senior Center,112635374,10000,"Funding supports initiatives such as: healthy initiatives, yoga training, physical fitness, senior trips and supplements member's dietary needs."
Paladino,"Samuel Field YM & YWHA, Inc.",Bay Terrace Senior Program,113071518,5000,"Funds will be used to help older adults to live healthy, fulfilling and socially connected lives within their home communities."
Paladino,"Samuel Field YM & YWHA, Inc.",Clearview Assistance Program,113071518,10000,Funding will help support the Clearview Assistance Program in Council District 19.
Paladino,"Samuel Field YM & YWHA, Inc.",Senior Transportation,113071518,15000,"The program will provide seniors over the age of sixty who reside in the greater Clearview, Whitestone, Le Harve, Bay Terrace, and Flushing Communities with dedicated transportation service-in Council District 19."
Bottcher,"Say Ah!, Inc.",Council District 3,208663409,7500,To provide evidence-based health literacy workshops and support to older adults residing in Council District 3.
Yeger,"SBH Community Service Network, Inc.",,237406410,20000,Funds will be used to support case assistance services provided to individuals 60 years of age and older.
Brannan,"SBH Community Service Network, Inc.",Mental Health Services for Older Adults,237406410,6500,"To support mental health outreach, case management, and other services for older adults."
Menin,"Search and Care, Inc.",,237444790,10000,"To provide comprehensive fee-free care management services for vulnerable older men and women living in Council District 5, publicly noticed through Council District 5 monthly newsletter and website."
Ayala,"Search and Care, Inc.",General Operating Support,237444790,5000,To support general operating support for case management and support services.
Brewer,"Search and Care, Inc.",Supportive Services for Older Adults,237444790,10000,Funds will provide supportive services for vulnerable older adults.
Krishnan,"Selfhelp Community Services, Inc.",,131624178,19500,"To maintain staffing to assist senior clients, to assist with transportation, and to provide case management and assistance."
Paladino,"Selfhelp Community Services, Inc.",Alzheimers Resource Program (SHARP),131624178,10000,"Funding will support the operation of programs offered such as adult day care, SHARP and transportation for clients in Council District 19."
Ung,"Selfhelp Community Services, Inc.",Benjamin Rosenthal-Prince Street Innovative Senior Center,131624178,19000,"To fund programming at the Benjamin Rosenthal-Prince Street Senior Center, including technology education classes, social and health classes, and, transportation for seniors. Appendix A: Aging Discretionary Page 22 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Caban,"Selfhelp Community Services, Inc.",Boulevard Gardens NORC,131624178,11000,Funds will be used to defray the cost of office management and programming at Selfhelp Boulevard Gardens NORC
Ung,"Selfhelp Community Services, Inc.",Latimer Gardens Senior Center,131624178,9000,"To fund senior center classes and activities at Latimer Gardens Senior Center, and other programming to reduce isolation."
Ung,"Selfhelp Community Services, Inc.",Medical Transportation for Seniors - Council District 20,131624178,10000,To provide transportation to local medical appointments for seniors living in Council District 20.
Schulman,"Selfhelp Community Services, Inc.",Senior Medical Transportation - Council District 29,131624178,10000,To provide transportation to local medical appointments for seniors living in Council District 29.
Holden,"Selfhelp Community Services, Inc.",Senior Programming & Services Maspeth,131624178,20000,Funds to be used to support services and programming at the Selfhelp Maspeth Senior
Center,"as well as transportation services for medical appointments. Brannan Selfhelp Community Services, Inc.",Social Services & Benefits Assistance,131624178,5000,To Support the Safety Net Case Management Program.
Paladino,"Selfhelp Community Services, Inc.",Virtual Senior Center,131624178,5000,Funds will be used to support Virtual Senior Center.
Schulman,"Selfhelp Community Services, Inc.",Virtual Senior Center,131624178,34000,"Funds will support Selfhelp's Virtual Senior Center (VSC), an online community for socially isolated and home-bound older adults."
Kagan,"Sephardic Community Youth Center, Inc.",Senior Enrichment & Enhancement Programs,112567809,25000,Funds will be used for Senior Enrichment and Enhancement Programs.
Powers,"Service Program for Older People (SPOP), Inc.",Council District 4,132947616,5000,"Funding will support mental health counseling for seniors at satellite clinics in District 4, as well as for seniors who are homebound."
Brewer,"Service Program for Older People (SPOP), Inc.",Mental Healthcare for Vulnerable Older Adults,132947616,10000,Funds will support mental healthcare for vulnerable older adults in Council District 6.
Abreu,"Service Program for Older People (SPOP), Inc.",Mental Healthcare Services Program - Council District 7,132947616,10000,Funding for mental healthcare services for adults age 55 and older provided in Council District 7 (at Red Oak and Riverstone) and via telehealth.
Hanif,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",,132947657,7000,Funds will support programming and services for LGBTQ+ and HIV-affected elders.
Bottcher,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",Edie Windsor SAGE Center - Council District 3,132947657,7000,Funds will support programming and services for LGBTQ+ and HIV-affected elders at the Edie Windsor SAGE Center in Council District 3.
Sanchez,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",LGBTQIA+ Older Adults Services - Council District 14,132947657,10000,"Funds will support services, advocacy for gay, lesbian, bisexual and transgender elders in Council District 14."
Jordan,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",SAGE Center Harlem,132947657,10000,Funding will support programming and services for LGBTQ+ and HIV-affected elders at SAGE Center Harlem.
Powers,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",The SAGE Center,132947657,5000,"Funding will support services at The SAGE Center, including employment assistance, legal and financial planning, cultural and educational programs, health and wellness programs, benefit counseling, cancer support groups, and congregate meals. Appendix A: Aging Discretionary Page 23 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Lee,"Services Now for Adult Persons (SNAP), Inc.",,112591783,63000,"To support SNAP of Eastern Queens Innovative Senior Center, Transportation, Case Management, Meals-On-Wheels and Caregiver Services."
Williams,"Services Now for Adult Persons (SNAP), Inc.",Brookville Center,112591783,5000,"Funding will enable the continuation and enhancement of SNAP's broad array of services for seniors at the Brookville center. Services include case management, meals- on-wheels, caregiver support, and transportation."
Brooks-Powers,"Services Now for Adult Persons (SNAP), Inc.",Council District 31,112591783,20000,"Funding to support senior socialization programming, meal delivery and caregiver services in Council District 31."
Paladino,"Services Now for Adult Persons (SNAP), Inc.",Eastern Queens Innovative Senior Center,112591783,10000,"Funding will support operating expenses, programs, and services for SNAP in Council District 19."
Krishnan,South Asian Council for Social Services,,113632920,18500,"To support core community programs including healthcare access, education and benefits, senior services, and food pantry programs."
Paladino,South Asian Council for Social Services,Senior Support Services,113632920,5000,"Funding will support operational costs, programs and services for SACSS in Council District 19."
Ung,South Asian Council for Social Services,Senior Support Services,113632920,15500,"To assist with operational costs for senior-related programming, including case management, meals, technical assistance, and other culturally relevant recreational activities."
Borelli,South Shore Artists Foundation,Senior Programs - Council District 51,842895424,5000,Funding will support senior arts programming and their operational costs in Council District 51.
Gutierrez,Southside United Housing Development Fund Corporation,Older Adults Wellness Program - Los Sures David Santiago Senior Center,112268359,34000,"The funding will be used to provide operational support, including consultants, office technology, supplies, and office infrastructure to enhance Older Adult Wellness programming at the Los Sures David Santiago Senior Center."
Caban,Spanish Speaking Elderly Council,RAICES - Astoria Neighborhood Senior Center,112730462,8000,Funds will be used for operating costs at the RAICES Astoria Neighborhood Senior Center.
Aviles,Spanish Speaking Elderly Council,RAICES - Red Hook Senior Center,112730462,25000,"To provide nutritious meals, educational and recreational activities, behavioral health sessions, and comprehensive case assistance services."
Yeger,St. Athanasius Golden Age Club,,111639837,18000,Requested funds will be used to support the weekly meetings and various activities for seniors of St. Athanasius Golden Age Club.
Kagan,St. Athanasius Golden Age Club,Golden Age Club,111639837,5000,Funds will provide seniors a weekly meeting place to gather with peers in a safe social setting.
Ariola,St. Camillus Golden Age,,111674392,5000,"Funds will support the Golden Age Club, including hosting meetings, special events, senior peer counseling, community updates and information on senior services."
Ariola,St. Francis DeSales Golden Age Club,,111631813,5000,"Funds will support the Golden Age Club, including hosting meetings, special events, senior peer counseling, community updates and information on senior services."
Joseph,St. Gabriel's Episcopal Church,Educational Recreation & Creativity - Council District 40,112463892,20000,"Funds will support congregate meals daily, arts/craft, health management, and other supportive senior services."
Kagan,"St. Mary's Roman Catholic Church at Bensonhurst, Kings County, NY",Senior Program - Council District 47,111631816,5000,Funds will be used to provide social and recreational programs for seniors in Council District 47. Appendix A: Aging Discretionary Page 24 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Gutierrez,St. Nick's Alliance Corporation,Cooper Park Senior Center,510192170,5000,To support programming for seniors at Cooper Park Senior Center.
Gutierrez,St. Nick's Alliance Corporation,Seniors Programs - East Williamsburg,510192170,7000,"To support Leadership, recreational, and educational activities for seniors in East Williamsburg."
Ariola,St. Virgilius Golden Age,,111672796,5000,"Funds will support the Golden Age Club, including hosting meetings, special events, senior peer counseling, community updates and information on senior services."
Menin,"Stanley M. Isaacs Neighborhood Center, Inc.",,132572034,21500,"To fund senior services in support of wellness, nutrition, and fitness activities."
Powers,"Stanley M. Isaacs Neighborhood Center, Inc.",Senior Services,132572034,10000,Funding will support senior services at the Stanley Isaacs Neighborhood Center.
Borelli,"Staten Island Community Services Friendship Clubs, Inc.",Great Kills Friendship Club Senior Services,132778244,20000,Funding to support programming and services at Great Kills Friendship Club.
Borelli,"Staten Island Community Services Friendship Clubs, Inc.",Mt. Loretto Friendship Club Senior Services,132778244,20000,Funding to support programming and services at Mt. Loretto Friendship Club.
Carr,"Staten Island Community Services Friendship Clubs, Inc.",New Dorp Beach Friendship Club,132778244,35000,Funds will be used for general operating expenses for New Dorp Beach Friendship Club.
Hanks,"Staten Island Community Services Friendship Clubs, Inc.",Todt Hill Friendship Club,132778244,10000,Funding will support senior services and the Todt Hill Friendship Club.
Rivera,"Stein Senior Center, Inc.",,237378342,15000,Funds will support Stein Senior Center's programs and operations.
Powers,"Stein Senior Center, Inc.",Senior Services - Council District 4,237378342,15000,Funding will support senior services at the Stein Senior Center.
Krishnan,"Sunnyside Community Services, Inc.",,510189327,9000,"To fund an integrated continuum of senior services, which include senior center, case assistance and management, social adult day services, caregivers program, health programs, and visiting program."
Won,"Sunnyside Community Services, Inc.",Senior Services - District 26,510189327,25000,Funding will support senior services in Council District 26.
Brannan,"Sunset Park Health Council, Inc.",Senior Citizen Transportation - Council District 43,202508411,5000,To support operating expenses associated with free transportation program for older adults in Council District 43.
Paladino,"Taiwan Center, Inc.",Taiwanese American Senior Center,112857501,5000,Funds will support programs at Taiwan Center.
Ung,"Taiwan Center, Inc.",Taiwanese American Senior Center,112857501,15000,"To fund program-related expenses for the senior center, including class materials, office supplies, utilities, and printing expenses."
Ayala,Terence Cardinal Cooke Health Care Center,Music Therapy,133007801,10000,"Funding will support holistic health care that promotes physical, social and emotional well-being for nursing home residents."
Williams,"Tropicalfete, Inc.",,452940435,15000,"Funds will be used for Paint and sip, chair yoga, live entertainment for seniors."
Ayala,"Union Settlement Association, Inc.","Corsi, Jefferson, Gaylord White & Washington Lexington Senior Centers",131632530,20000,"To fund programs and initiatives related to the health of seniors at Corsi, Jefferson, Gaylord White and Washington/Lex Sr. Senior Centers."
Brannan,United Chinese Association of Brooklyn,Social Services & Benefits Assistance for Seniors,371469112,10000,"To support benefits assistance, case management, and other social services for seniors. Appendix A: Aging Discretionary Page 25 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Marte,"United Jewish Council of the East Side, Inc.",Adult Luncheon Club,132735378,5000,Funding to support a comprehensive activities program at the UJC Adult Luncheon Club targeting the physical and mental needs of seniors in the community.
Rivera,"United Jewish Council of the East Side, Inc.",Lillian Wald Senior Center,132735378,20000,Funds will support UJC's programs and operations at Lillian Wald Senior Center.
Restler,"United Jewish Organizations of Williamsburg, Inc.",Benefits Assistance,112728233,37000,"To assist low income individuals to apply and obtain public benefits including food stamps, SSI, Medicare, Medicaid, Social Security, health insurance, Section 8, emergency food vouchers & packages, and legal assistance."
Osse,"United Jewish Organizations of Williamsburg, Inc.",Senior Services,112728233,15000,Funding for senior services in Council District 36.
Aviles,"United Senior Citizens Center of Sunset Park, Inc.",,112358277,15000,Funds will be used to purchase exercise equipment.
Marte,"University Settlement Society of New York, Inc.",Neighborhood Center & HeART,135562374,7000,"Funding will be used to cover program costs associated with health, wellness, and enrichment activities, as well as connections to social services."
Brooks-Powers,"Vets, Inc.",Council District 31,272280570,5000,Funding to support Technology training and education for veteran community in Council District 31.
Marte,"Vision Urbana, Inc.",Elder Abuse & Mental Health Initiative,133848575,10000,"The funds requested will be used to address issues related to elder abuse ranging from physical, verbal, mental, identity theft and financial exploitation."
Bottcher,VISIONS/Services for the Blind and Visually Impaired,,131624210,5000,"Funds will provide training, services and outreach are targeted for older persons and immigrants speaking languages other than English."
Lee,VISIONS/Services for the Blind and Visually Impaired,,131624210,5000,Funds will subsidize VISIONS' services for Council District 23 residents.
Menin,VISIONS/Services for the Blind and Visually Impaired,,131624210,8000,Funds will be used to send staff to people's houses within the district to teach them self sufficiency skills to cope with visual impairment.
Powers,VISIONS/Services for the Blind and Visually Impaired,,131624210,5000,"Funding will support VISIONS multi-lingual vision education and outreach programs for blind and visually impaired seniors, which includes community outreach, vision rehabilitation, mobility training and social and professional support."
Hanks,VISIONS/Services for the Blind and Visually Impaired,Blindline Information & Referral System,131624210,5000,Funding will support the Blindline Information and Referral System for seniors in the 49th Council District.
De La Rosa,VISIONS/Services for the Blind and Visually Impaired,Outreach & Support - Council District 10,131624210,5000,To support Outreach & Support for Older Adults who are Blind or Visually Impaired in Council District 10.
Caban,VISIONS/Services for the Blind and Visually Impaired,Outreach & Support for Older Adults,131624210,5000,"To support VISIONS training, services and outreach are targeted for people who are blind and/or have multiple disabilities in Council District 22."
Rivera,"Visiting Neighbors, Inc.",,237379098,5000,Funds will support Visiting Neighbors programs and operation.
Bottcher,"Vocal Ease, Inc.",,371469320,5000,"To support performance at hospitals, nursing homes, senior centers and senior residences."
Menin,"Vocal Ease, Inc.",,371469320,7000,"To fund the production of on-site cabaret-style performances for senior citizens at hospitals, nursing homes, senior centers and senior residences in Council District 5. Appendix A: Aging Discretionary Page 26 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Brewer,"Vocal Ease, Inc.",Senior Center Musical Programs,371469320,5000,Funds will support musical programs at Senior Center.
Farias,Volunteers of America,"Greater New York, Inc.",581959781,25000,Funding to support veteran services and programs in Council District 18.
Ayala,"Volunteers of Legal Service, Inc.",Elderly Project,133234630,5000,To provide funding to support the VOLS Elderly Project.
De La Rosa,Washington Heights Community Services,STAR Senior Center,132792876,15000,To support Setup Computer Lab for Seniors to do Technology Classes.
Abreu,"West Side Federation for Senior and Supportive Housing, Inc.",Red Oak Senior Center & Frederick Douglass Senior Center/Social Club,132926433,13000,Funding to support The Center at The Red Oak and The Frederick Douglass Senior Center/Social Club in Council District 7.
Bottcher,Westbeth Artists Residents Council,,133154253,10500,"Funds will be used for senior activities, such as acting, singing and balance/strength training."
Holden,Wildcat Service Corporation,Senior Snow Removal & Cleanup,132725423,5000,Funds to support snow removal for senior citizens in Council District 30 and Cleanup.
De La Rosa,William F. Ryan Community Health Center,Health & Wellness Program - Washington Heights,132884976,5000,To support Health and Wellness for Seniors in Washington Heights.
Schulman,"Young Israel Programs, Inc.",Forest Hills Senior League,030381957,50000,"Funding will be used to provide daily meal program, case management program, office and client supplies as well as general operational and program related expenses."
Yeger,"Young Israel Programs, Inc.",Young Israel of Midwood,030381957,6000,Funds will be used to offset operational costs at the Young Israel of Midwood campus.
Gennaro,"Young Israel Programs, Inc.",Young Israel of Queens Valley,030381957,10000,"Funds to support programming including recreation, health promotion, nutrition education and meals. Funds will be used to assist occupancy and utilities expenses, and programming at the Young Israel of Queens Valley."
Vernikov,"Young Israel Programs, Inc.",Young Israel Senior Center - Ocean Avenue,030381957,5000,Funding to support operating expenses for Young Israel Senior Services located at 1694 Ocean Avenue.
Dinowitz,Young Men & Young Women's Hebrew Association of the Bronx dba Riverdale YM/YWHA,New Beginnings - Center for Contemporary Adults,131740507,30000,"Funding to support New Beginnings Center, which will offer older adults opportunities to socialize and get involved in a new community space."
Osse,Young Men's Christian Association of Greater New York,Bed- Stuy YMCA,131624228,5000,Funds will be used to support senior programming at Bed-Stuy YMCA.
Louis,Young Men's Christian Association of Greater New York,Flatbush YMCA - Older Adult Programming,131624228,10000,"Funds will be used to support operating expenses and programming associated health and wellness of older adults at Flatbush YMCA for group exercise classes, social connectivity workshops and wellness workshops."
Farias,Young Men's Christian Association of Greater New York,Glebe Senior Center - Council District 18,131624228,10000,Funding to support programming at Glebe Senior Center in Council District 18.
Yeger,"Young Men's Young Women's Hebrew Association of Boro Park, Inc.",,111630917,16000,"Funds will be used to provide activities and special events for seniors in the community; including exercise classes, entertainment, and outings to cultural events throughout NYC."
