fy,tier,absorbing_file,absorbing_line,absorbing_ein,absorbing_amount,absorbing_category,absorbing_initiative,absorbing_award_type,extracted_name,ein,amount,verdict,scope,n_candidates,already_in_corpus,d_organization,d_member,d_program,d_agency,d_purpose,d_source,d_status,d_fy,first_candidate_name
FY18,D,data/fy18/schedule_c/fy18_schedule_c_awards.csv,315,202508411,273103,Mental Health Services,,initiative_provider,"Staten Island Mental Health Society, Inc.",135623279,107103,absent,none,0,0,,,,,,,,,
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,331,132947616,78540,Mental Health Services,Geriatric Mental Health,initiative_provider,"SBH Community Service Network, Inc.",237406410,63000,unique,same_fy,1,0,"SBH Community Service Network, Inc.",Citywide,,DHMH,"This funding supports organizations that provide a range of mental health services to older adults in “non-clinical settings,” such as senior centers, drop-in centers, religious institutions, social clubs, homeless prevention programs, and individual homes.",Geriatric Mental Health,CLEARED,FY18,"SBH Community Service Network, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,336,111630780,49000,Mental Health Services,Mental Health Services for Vulnerable Populations,initiative_provider,"Bailey House, Inc.",133165181,250000,unique,same_fy,1,0,"Bailey House, Inc.",Citywide,,DHMH,"This funding supports community-based organizations and advocacy networks that provide a range of mental health programs, services, trainings, and referrals throughout the City, addressing the mental health needs of vulnerable and marginalized populations, such as HIV-positive people, suicidal individuals, and people with developmental disabilities. Additional populations of interest include children and youth, immigrants and people with limited English proficiency, homeless individuals and families, and at-risk seniors.",Mental Health Services for Vulnerable Populations,CLEARED,FY18,"Bailey House, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,359,132612524,70000,Public Safety,Crisis Management System – Mental Health/Therapeutic Services,initiative_provider,"Urban Youth Alliance International, Inc.",132969182,140000,unique,same_fy,1,0,"Urban Youth Alliance International, Inc.",,,MOCJ,"This allocation funds the Crisis Management System, which uses a public health approach to prevent and respond to gun violence. The Cure Violence programs funded take a public health approach to violence prevention that understands violence as a learned behavior that can be prevented using disease control methods. The Crisis Management System uses an emergency management model which supports programs intended to prevent gun violence and restores damage done to communities by gun violence and funds programs that respond to gun violence. These neighborhood networks offer legal services, hospital response programs, youth employment opportunities, school based conflict mediation, community therapeutic services, job training programs and evaluation work.",Crisis Management System,CLEARED,FY18,"Urban Youth Alliance International, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,360,131632530,35000,Public Safety,Crisis Management System – Mental Health/Therapeutic Services,initiative_provider,Harlem Mother's Stop Another Violent End (S.A.V.E.),260847222,65000,unique,same_fy,1,0,"Harlem Mothers Stop Another Violent End, Inc.",,,MOCJ,"This allocation funds the Crisis Management System, which uses a public health approach to prevent and respond to gun violence. The Cure Violence programs funded take a public health approach to violence prevention that understands violence as a learned behavior that can be prevented using disease control methods. The Crisis Management System uses an emergency management model which supports programs intended to prevent gun violence and restores damage done to communities by gun violence and funds programs that respond to gun violence. These neighborhood networks offer legal services, hospital response programs, youth employment opportunities, school based conflict mediation, community therapeutic services, job training programs and evaluation work.",Crisis Management System,CLEARED,FY18,"Harlem Mothers Stop Another Violent End, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,361,112870465,35000,Public Safety,Crisis Management System – Mental Health/Therapeutic Services,initiative_provider,"Gangstas Making Astronomical Community Changes, Inc.",453359451,35000,unique,same_fy,1,0,"Gangstas Making Astronomical Community Changes, Inc.",,,MOCJ,"This allocation funds the Crisis Management System, which uses a public health approach to prevent and respond to gun violence. The Cure Violence programs funded take a public health approach to violence prevention that understands violence as a learned behavior that can be prevented using disease control methods. The Crisis Management System uses an emergency management model which supports programs intended to prevent gun violence and restores damage done to communities by gun violence and funds programs that respond to gun violence. These neighborhood networks offer legal services, hospital response programs, youth employment opportunities, school based conflict mediation, community therapeutic services, job training programs and evaluation work.",Crisis Management System,CLEARED,FY18,"Gangstas Making Astronomical Community Changes, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,362,112665181,35000,Public Safety,Crisis Management System – Mental Health/Therapeutic Services,initiative_provider,"Not Another Child, Inc.",260894097,35000,unique,same_fy,1,0,"Not Another Child, Inc.",,,MOCJ,"This allocation funds the Crisis Management System, which uses a public health approach to prevent and respond to gun violence. The Cure Violence programs funded take a public health approach to violence prevention that understands violence as a learned behavior that can be prevented using disease control methods. The Crisis Management System uses an emergency management model which supports programs intended to prevent gun violence and restores damage done to communities by gun violence and funds programs that respond to gun violence. These neighborhood networks offer legal services, hospital response programs, youth employment opportunities, school based conflict mediation, community therapeutic services, job training programs and evaluation work.",Crisis Management System,CLEARED,FY18,"Not Another Child, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,364,132912963,80000,Public Safety,Crisis Management System – School Based Conflict Mediation,initiative_provider,"Street Corner Resources, Inc.",260149521,40000,unique,same_fy,1,1,"Street Corner Resources, Inc.",,Harlem Renaissance - 05M285,DOE,"This allocation supports school-based conflict mediation, violence prevention, and youth development programs.",Crisis Management System,CLEARED,FY18,"Street Corner Resources, Inc."
FY18,D,data/fy18/schedule_c/fy18_schedule_c_awards.csv,366,451964622,80000,Public Safety,Crisis Management System – School Based Conflict Mediation,initiative_provider,"Urban Youth Alliance International, Inc.",132969182,160000,absent,none,0,0,,,,,,,,,
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,368,131988190,120000,Public Safety,Crisis Management System – School Based Conflict Mediation,initiative_provider,"Ifetayo Cultural Arts Academy, Inc.",113027538,40000,unique,same_fy,1,0,"Ifetayo Cultural Arts Academy, Inc.",,Ebbets Field Middle School  - 17K352,DOE,"This allocation supports school-based conflict mediation, violence prevention, and youth development programs.",Crisis Management System,CLEARED,FY18,"Ifetayo Cultural Arts Academy, Inc."
FY18,C,data/fy18/schedule_c/fy18_schedule_c_awards.csv,369,111729398,40000,Public Safety,Crisis Management System – School Based Conflict Mediation,initiative_provider,"Life Camp, Inc.",200814999,80000,unique_by_name,any_fy,3,0,"Life Camp, Inc.",,,DOE,,,Cleared,FY15,"Life Camp, Inc."
FY18,C,data/fy18/schedule_c/fy18_schedule_c_awards.csv,370,800612019,40000,Public Safety,Crisis Management System – School Based Conflict Mediation,initiative_provider,"New York Center for Interpersonal Development, Inc.",237085239,80000,ambiguous,any_fy,10,0,,,,,,,Cleared,FY15,YPIS of Staten Island Inc. (New York Center for Interpersonal Development)
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,371,132612524,120000,Public Safety,Crisis Management System – School Based Conflict Mediation,initiative_provider,"Gangstas Making Astronomical Community Changes, Inc.",453359451,40000,unique,same_fy,1,0,"Gangstas Making Astronomical Community Changes, Inc.",,Brooklyn Bridge Academy - 18K578,DOE,"This allocation supports school-based conflict mediation, violence prevention, and youth development programs.",Crisis Management System,CLEARED,FY18,"Gangstas Making Astronomical Community Changes, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,374,061711370,90000,Public Safety,Crisis Management System -Youth Programs,initiative_provider,Central Family Life Center,133626127,90000,unique,same_fy,1,0,"Central Family Life Center, Inc., The",,,ACS,"This funding supports violence interrupters and outreach workers staff ACS non-secure placement sites to identify youth at risk of continuing the cycle of violence. Once identified, they are connected with CMS providers and wrap-around services once they leave ACS facilities.",Crisis Management System,CLEARED,FY18,"Central Family Life Center, Inc., The"
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,374,061711370,90000,Public Safety,Crisis Management System -Youth Programs,initiative_provider,"Gangstas Making Astronomical Community Changes, Inc.",453359451,90000,unique,same_fy,1,0,"Gangstas Making Astronomical Community Changes, Inc.",,,ACS,"This funding supports violence interrupters and outreach workers staff ACS non-secure placement sites to identify youth at risk of continuing the cycle of violence. Once identified, they are connected with CMS providers and wrap-around services once they leave ACS facilities.",Crisis Management System,CLEARED,FY18,"Gangstas Making Astronomical Community Changes, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,381,112932528,56132,Senior Services,Information and Referral Services,initiative_provider,"Council of Belmont Organizations, Inc.",132755323,103914,unique,same_fy,1,0,"Council of Belmont Organizatons, Inc.",Citywide,,DFTA,This allocation supports community-based organizations that provide information and referral services related to senior services and other resources in the community.,Information and Referral Services,CLEARED,FY18,"Council of Belmont Organizatons, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,388,132620896,76000,Senior Services,Naturally Occurring Retirement Communities (NORCs),initiative_provider,"Jamaica Service Program for Older Adults, Inc. (JSPOA) NORC",510204121,45000,unique,same_fy,1,0,"Jamaica Service Program for Older Adults, Inc. (JSPOA)",Citywide,NORC,DFTA,This allocation supports vertical and horizontal Naturally Occurring Retirement Communities (NORCs).,Naturally Occurring Retirement Communities (NORCs),CLEARED,FY18,"Jamaica Service Program for Older Adults, Inc. (JSPOA)"
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,440,371443165,51450,Small Business Services and Workforce Development,MWBE Leadership Associations,initiative_provider,"ACCION East, Inc.",113317234,88855,unique,same_fy,1,0,"Accion East, Inc.",Citywide,,SBS,"This funding will provide for a range of services that will help increase the capacity of MWBEs across the City. Services will include guidance on government contracting for potential or City-certified MWBEs, assistance in connecting MWBEs to potential customers, aid in the development of bids and proposals, assistance in securing project financing and bonding, and the promotion and marketing of the City’s MWBE program.",MWBE Leadership Associations,CLEARED,FY18,"Accion East, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,440,371443165,51450,Small Business Services and Workforce Development,MWBE Leadership Associations,initiative_provider,"Brooklyn Kings County Hispanic Chamber Of Commerce, Inc.",202381186,30925,unique,same_fy,1,0,"Brooklyn Kings County Hispanic Chamber Of Commerce, Inc.",Citywide,,SBS,"This funding will provide for a range of services that will help increase the capacity of MWBEs across the City. Services will include guidance on government contracting for potential or City-certified MWBEs, assistance in connecting MWBEs to potential customers, aid in the development of bids and proposals, assistance in securing project financing and bonding, and the promotion and marketing of the City’s MWBE program.",MWBE Leadership Associations,CLEARED,FY18,"Brooklyn Kings County Hispanic Chamber Of Commerce, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,440,371443165,51450,Small Business Services and Workforce Development,MWBE Leadership Associations,initiative_provider,"Harlem Business Alliance, Inc.",133591350,66450,unique,same_fy,1,0,"Harlem Business Alliance, Inc.",Citywide,,SBS,"This funding will provide for a range of services that will help increase the capacity of MWBEs across the City. Services will include guidance on government contracting for potential or City-certified MWBEs, assistance in connecting MWBEs to potential customers, aid in the development of bids and proposals, assistance in securing project financing and bonding, and the promotion and marketing of the City’s MWBE program.",MWBE Leadership Associations,CLEARED,FY18,"Harlem Business Alliance, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,441,112436149,65925,Small Business Services and Workforce Development,MWBE Leadership Associations,initiative_provider,"New York Women's Chamber of Commerce, Inc.",141845651,78940,unique,same_fy,1,0,"New York Women's Chamber of Commerce, Inc.",Citywide,,SBS,"This funding will provide for a range of services that will help increase the capacity of MWBEs across the City. Services will include guidance on government contracting for potential or City-certified MWBEs, assistance in connecting MWBEs to potential customers, aid in the development of bids and proposals, assistance in securing project financing and bonding, and the promotion and marketing of the City’s MWBE program.",MWBE Leadership Associations,CLEARED,FY18,"New York Women's Chamber of Commerce, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,450,136216919,50000,Veteran Services,Veterans Community Development,initiative_provider,Jericho Project,133213525,100000,unique,same_fy,1,0,Jericho Project,Citywide,,DYCD,"Funding will be allocated through DYCD to organizations that sponsor parades and other events, feed and house veterans, and offer other services related to health, education, employment and building a lasting community.",Veterans Community Development,CLEARED,FY18,Jericho Project
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,454,133461695,20000,Veteran Services,Veterans Community Development,initiative_provider,"Bailey House, Inc.",133165181,20000,unique,same_fy,1,0,"Bailey House, Inc.",Citywide,,DYCD,"Funding will be allocated through DYCD to organizations that sponsor parades and other events, feed and house veterans, and offer other services related to health, education, employment and building a lasting community.",Veterans Community Development,CLEARED,FY18,"Bailey House, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,457,113112635,1000000,Youth Services,Afterschool Enrichment Initiative,initiative_provider,"ExpandED Schools, Inc.",134004600,4000000,unique,same_fy,1,0,"ExpandED Schools, Inc.",,,DYCD,"This initiative funds afterschool program providers that offer enrollment-based programs with high-quality arts and athletic activities, as well as academic enrichment and support.",Afterschool Enrichment Initiative,CLEARED,FY18,"ExpandED Schools, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,461,131623989,406000,Youth Services,COMPASS,initiative_provider,"Boys and Girls Club of Metro Queens, Inc.",111966067,420000,unique,same_fy,1,0,"Boys & Girls Club of Metro Queens, Inc.",,,DYCD,This allocation supports programming for children in grades K-5 under the Comprehensive Afterschool System of New York City (COMPASS NYC).,COMPASS,CLEARED,FY18,"Boys & Girls Club of Metro Queens, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,461,131623989,406000,Youth Services,COMPASS,initiative_provider,"Development Outreach, Inc.",132997764,150000,unique,same_fy,1,0,"Development Outreach, Inc.",,,DYCD,This allocation supports programming for children in grades K-5 under the Comprehensive Afterschool System of New York City (COMPASS NYC).,COMPASS,CLEARED,FY18,"Development Outreach, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,464,112799128,84000,Youth Services,COMPASS,initiative_provider,"Strycker’s Bay Neighborhood Council, Inc.",131943516,134400,unique,same_fy,1,0,"Strycker's Bay Neighborhood Council, Inc.",,,DYCD,This allocation supports programming for children in grades K-5 under the Comprehensive Afterschool System of New York City (COMPASS NYC).,COMPASS,CLEARED,FY18,"Strycker's Bay Neighborhood Council, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,466,133942063,100000,Youth Services,Sports Training and Rolemodels for Success Initiative (STARS),initiative_provider,"Figure Skating in East Harlem, Inc.",133945168,50000,unique,same_fy,1,0,"Figure Skating in Harlem, Inc.",Citywide,,DYCD,"The Sports Training and Rolemodels for Success (STARS) Initiative offers afterschool programming promoting physical activity, healthy living and wellness for elementary, middle and high school girls.",Sports Training and Rolemodels for Success (STARS) Initiative,CLEARED,FY18,"Figure Skating in Harlem, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,466,133942063,100000,Youth Services,Sports Training and Rolemodels for Success Initiative (STARS),initiative_provider,"Girls for Gender Equity, Inc.",043697166,50000,unique,same_fy,1,0,"Girls for Gender Equity, Inc.",Citywide,,DYCD,"The Sports Training and Rolemodels for Success (STARS) Initiative offers afterschool programming promoting physical activity, healthy living and wellness for elementary, middle and high school girls.",Sports Training and Rolemodels for Success (STARS) Initiative,CLEARED,FY18,"Girls for Gender Equity, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,466,133942063,100000,Youth Services,Sports Training and Rolemodels for Success Initiative (STARS),initiative_provider,"Girls Write Now, Inc.",542115054,100000,unique,same_fy,1,0,"Girls Write Now, Inc.",Citywide,,DYCD,"Through our Writing and Mentoring Program (WMP) and  Digital Media Mentoring Program (DMP), Girls Write Now provides NYC high school girls with mentorship, writing, and digital media workshops, and performance, publication, leadership opportunities to cultivate their voices, skills, and confidence.",Sports Training and Rolemodels for Success (STARS) Initiative,CLEARED,FY18,"Girls Write Now, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,466,133942063,100000,Youth Services,Sports Training and Rolemodels for Success Initiative (STARS),initiative_provider,"Groundswell Community Mural Project, Inc.",113427213,100000,unique,same_fy,1,0,"Groundswell Community Mural Project, Inc.",Citywide,,DYCD,"The Sports Training and Rolemodels for Success (STARS) Initiative offers afterschool programming promoting physical activity, healthy living and wellness for elementary, middle and high school girls.",Sports Training and Rolemodels for Success (STARS) Initiative,CLEARED,FY18,"Groundswell Community Mural Project, Inc."
FY18,A,data/fy18/schedule_c/fy18_schedule_c_awards.csv,469,131624096,93000,Young Women’s Initiative,Dedicated Contraceptive Fund,initiative_provider,"Community Healthcare Network, Inc.",133083068,63000,unique,same_fy,1,0,"Community Healthcare Network, Inc.",,,DHMH,"This funding will increase access to contraception, including Long-Acting Reversible Contraception (LARCs) among young women, particularly those without health insurance. This initiative will also support provider training, patient counseling and care, and the purchasing of contraceptives. Programs will serve a variety of high-risk populations, including youth of color, LGBTQ individuals, and the uninsured, in a culturally responsive manner and promote reproductive and sexual health.",Dedicated Contraceptive Fund,CLEARED,FY18,"Community Healthcare Network, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,36,133584616,100000,COMMUNITY DEVELOPMENT,Communities of Color Nonprofit Stabilization Fund,initiative_provider,"Haitian Americans United for Progress, Inc.",112423857,70000,unique,same_fy,1,0,"Haitian Americans United for Progress, Inc.",,,DYCD,"This funding creates additional basic literacy, English for Speakers of Other Languages and Graduate Equivalency Degree classes for adults who cannot read, write or speak English, in addition to funding support services such as counseling and case management for students.",Adult Literacy Initiative,Cleared,FY19,"Haitian Americans United for Progress, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,100,136171197,200000,CRIMINAL JUSTICE SERVICES,Initiative to Combat Sexual Assault,initiative_provider,"Crime Victims Treatment Center, Inc.",815080860,200000,unique,same_fy,1,0,"Crime Victims Treatment Center, Inc.",,,MOCJ,"Funding supports community-based organizations that provide physical and sexual assault related services, which include crisis intervention, legal advocacy, individual and group trauma-focused therapy, short-term counseling, forensic training to medical personnel, and referrals. Post-adoption, the Council will designate $1,062,000 to fund sexual assault services and prevention. In addition, this allocation partially supports operating costs for four Child Advocacy Centers (CACs) that are located in Brooklyn, Queens, Staten Island, and the Bronx. CACs work handin-hand with law enforcement and child protective services to coordinate and expedite the investigation and prosecution of child sexual abuse cases.",Initiative to Combat Sexual Assault,Cleared,FY19,"Crime Victims Treatment Center, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,110,136400434,200000,CRIMINAL JUSTICE SERVICES,Support for Victims of Human Trafficking,initiative_provider,"LifeWay Network, Inc.",208645579,60000,unique,same_fy,1,0,"LifeWay Network, Inc.",,,MOCJ,"This allocation supports programs that offer counseling and assistance with mental health, educational, immigration, housing and employment, as an alternative to detention or incarceration, for defendants in the City’s five human trafficking intervention courts; and for other victims of human trafficking.",Support for Victims of Human Trafficking,Cleared,FY19,"LifeWay Network, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,125,237212492,113200,CULTURAL ORGANIZATIONS,Coalition of Theaters of Color,initiative_provider,"Instituto Arte Teatral Internacional, Inc.",133111859,29800,unique,same_fy,1,0,"Instituto Arte Teatral Internacional, Inc.",,,DCLA,To support the operations and programming of theaters and cultural organizations.,Coalition Theaters of Color,Cleared,FY19,"Instituto Arte Teatral Internacional, Inc."
FY19,C,data/fy19/schedule_c/fy19_schedule_c_awards.csv,139,133929841,14600,CULTURAL ORGANIZATIONS,Coalition of Theaters of Color,initiative_provider,"Rising Circle Theater Collective, Inc.",201407519,14600,ambiguous,any_fy,3,0,,,,DCLA,,Coalition Theaters of Color,Cleared,FY16,"Rising Circle Theater Collective, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,166,135675643,45000,DOMESTIC VIOLENCE SERVICES,Domestic Violence and Empowerment (DoVE) Initiative,initiative_provider,"Crime Victims Treatment Center, Inc.",815080860,45000,unique,same_fy,1,0,"Crime Victims Treatment Center, Inc.",,,MOCJ,"The DoVE Initiative supports a range of services that include case management, crisis intervention, referrals, counseling, empowerment workshops, legal advocacy and referrals. Safe Horizon, the administrator for this program, serves as a liaison between the City and the community based organizations to resolve complex administrative issues, and provides training, technical assistance, and direct services.",Domestic Violence and Empowerment (DoVE) Initiative,Cleared,FY19,"Crime Victims Treatment Center, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,190,521996380,100000,EDUCATION,LGBTQ Inclusive Curriculum,initiative_provider,"History UnErased, Inc.",472852025,100000,unique,same_fy,1,0,"History UnErased, Inc.",,LGBT Inclusive Curriculum,DOE,"This allocation will fund the DOE’s effort to support the needs of LGBTQ youth and address the intersectionality of race, sexual orientation and gender identity through DOE’s general curriculum. This funding will support professional development for public school teachers as well as integrating LGBTQ inclusive curriculum into literacy and history classes.",LGBTQ Inclusive Curriculum,Cleared,FY19,"History UnErased, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,198,136400434,20354500,EDUCATION,Support for Educators,initiative_provider,Council of School Supervisors and Administrators,112024569,450000,unique,same_fy,1,0,Council of School Supervisors and Administrators,,,DOE,"This allocation to DOE supports the Teacher’s Choice program, which reimburses school staff for supplies. In addition, $450,000 is allocated to the Council of School Supervisors and Administrators to support the Executive Leadership Institute.",Support for Educators,Cleared,FY19,Council of School Supervisors and Administrators
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,240,112837894,180000,HEALTH SERVICES,Child Health and Wellness,initiative_provider,"AID for AIDS International, Inc.",133954568,50000,unique,same_fy,1,0,"AID for AIDS International, Inc.",,,DHMH,"This funding supports prevention, education, outreach, and support services that align with the Ending the Epidemic (ETE) framework, and connects clients to healthcare and medication, including Pre-Exposure Prophylaxis (PrEP) and Post-Exposure Prophylaxis (PEP).",Ending the Epidemic,Cleared,FY19,"AID for AIDS International, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,255,113122295,144000,HEALTH SERVICES,Child Health and Wellness,initiative_provider,"Community Research Initiative on AIDS, Inc.",133632234,228630,unique,same_fy,1,0,"Community Research Initiative on AIDS, Inc.",,,DHMH,"This funding supports prevention, education, outreach, and support services that align with the Ending the Epidemic (ETE) framework, and connects clients to healthcare and medication, including Pre-Exposure Prophylaxis (PrEP) and Post-Exposure Prophylaxis (PEP).",Ending the Epidemic,Cleared,FY19,"Community Research Initiative on AIDS, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,263,133584089,495094,HEALTH SERVICES,Child Health and Wellness,initiative_provider,Healthix,450553664,10000,unique,same_fy,1,0,"Healthix, Inc.",,,DHMH,"This funding supports prevention, education, outreach, and support services that align with the Ending the Epidemic (ETE) framework, and connects clients to healthcare and medication, including Pre-Exposure Prophylaxis (PrEP) and Post-Exposure Prophylaxis (PEP).",Ending the Epidemic,Cleared,FY19,"Healthix, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,301,112527706,10000,HEALTH SERVICES,Child Health and Wellness,initiative_provider,"Gay Men of African Descent, Inc.",133597820,10000,unique,same_fy,1,0,"Gay Men of African Descent, Inc.",,,DHMH,"This allocation supports HIV/AIDS prevention, education, outreach, advocacy, and support services funded by religious institutions and community-based organizations.",HIV/AIDS Faith Based Initiative,Pending,FY19,"Gay Men of African Descent, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,304,208427029,10000,HEALTH SERVICES,Child Health and Wellness,initiative_provider,Mount Horeb Baptist Church,112074467,10000,unique,same_fy,1,0,Mount Horeb Baptist Church,,,DHMH,"This allocation supports HIV/AIDS prevention, education, outreach, advocacy, and support services funded by religious institutions and community-based organizations.",HIV/AIDS Faith Based Initiative,Cleared,FY19,Mount Horeb Baptist Church
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,310,263178076,20000,HEALTH SERVICES,,initiative_provider,"Vision Urbana, Inc.",133848575,14000,unique,same_fy,1,0,"Vision Urbana, Inc.",,,DHMH,"This allocation supports HIV/AIDS prevention, education, outreach, advocacy, and support services funded by religious institutions and community-based organizations.",HIV/AIDS Faith Based Initiative,Cleared,FY19,"Vision Urbana, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,319,131624096,123541,HEALTH SERVICES,HIV/AIDS Faith-Based,initiative_provider,Lower East Side Family Union,237412423,61701,unique,same_fy,1,0,Lower East Side Family Union,,,DHMH,"This funding supports a range of maternal and child health services and coordination efforts that aid expectant mothers and women of childbearing age, promoting women’s health before, during, and after pregnancy in an effort to improve maternal and child health outcomes and reduce infant mortality rates. Services may include doula care or home-visiting programs.",Maternal and Child Health Services,Pending,FY19,Lower East Side Family Union
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,345,237348989,40410,HEALTH SERVICES,Viral Hepatitis Prevention,initiative_provider,"Housing Works, Inc.",133584089,13500,unique,same_fy,1,0,"Housing Works, Inc.",,,DHMH,"This funding supports a range of programs and services intended to combat the spread of Hepatitis B/C and HIV as passed through intravenous drug use. In addition to Hepatitis B/C testing, services may include care coordination, overdose prevention, or sterile syringe access.",Viral Hepatitis Prevention,Cleared,FY19,"Housing Works, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,347,133845305,13500,HEALTH SERVICES,Viral Hepatitis Prevention,initiative_provider,New York Harm Reduction Educators,133678499,13500,unique,same_fy,1,0,"New York Harm Reduction Educators, Inc.",,,DHMH,"This funding supports a range of programs and services intended to combat the spread of Hepatitis B/C and HIV as passed through intravenous drug use. In addition to Hepatitis B/C testing, services may include care coordination, overdose prevention, or sterile syringe access.",Viral Hepatitis Prevention,Cleared,FY19,"New York Harm Reduction Educators, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,370,471006046,29730,HOUSING,Community Housing Preservation Strategies,initiative_provider,"Brighton Neighborhood Association, Inc.",112435523,29729,unique,same_fy,1,0,"Brighton Neighborhood Association, Inc.",,,HPD,"The Community Consultant Contract (CCC) initiative provides funding for the front-line anti-eviction/anti-displacement services that community groups provide. When a community resident is at risk of eviction, or when a constituent needs assistance with a housing case, they call the CCC-funded specialist at their local community group. These specialists are knowledgeable about a full range of available resources and use all applicable tools to keep New York City residents in housing they can afford. This initiative allows neighborhood-based groups to provide the following core housing services: tenant organization; code enforcement advocacy; housing court assistance; apartment repossession; and other housing-related public education.",Community Housing Preservation Strategies,Cleared,FY19,"Brighton Neighborhood Association, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,376,141719016,142000,HOUSING,Community Housing Preservation Strategies,initiative_provider,"Community League of the Heights, Inc.",132564241,29729,unique,same_fy,1,0,"Community League of the Heights, Inc.",,,HPD,"The Community Consultant Contract (CCC) initiative provides funding for the front-line anti-eviction/anti-displacement services that community groups provide. When a community resident is at risk of eviction, or when a constituent needs assistance with a housing case, they call the CCC-funded specialist at their local community group. These specialists are knowledgeable about a full range of available resources and use all applicable tools to keep New York City residents in housing they can afford. This initiative allows neighborhood-based groups to provide the following core housing services: tenant organization; code enforcement advocacy; housing court assistance; apartment repossession; and other housing-related public education.",Community Housing Preservation Strategies,Cleared,FY19,"Community League of the Heights, Inc."
FY19,A,data/fy19/schedule_c/fy19_schedule_c_awards.csv,396,132622748,29730,HOUSING,Community Housing Preservation Strategies,initiative_provider,"Mary Mitchell Family and Youth Center, Inc.",133385032,71000,unique,same_fy,1,0,"Mary Mitchell Family and Youth Center, Inc.",,,HPD,"The Housing Preservation Initiative (HPI) provides funding for neighborhood-based groups to design and implement a grassroots, neighborhood-based approach to stop the loss of affordable housing. HPI seeks to protect affordable housing and promote neighborhood stabilization in needy districts. HPI funding helps local organizations work with local residents and institutions to protect affordable housing and promote neighborhood stabilization.",Community Housing Preservation Strategies,Cleared,FY19,"Mary Mitchell Family and Youth Center, Inc."
